Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDD08,OUT010,207.0965
NCO07,OUT017,4243.0474
FDJ10,OUT010,449.60107
FDW36,OUT017,1460.3954
FDW21,OUT010,5.162142
FDY19,OUT017,2137.899
DRE03,OUT013,718.9346
NCC55,OUT049,641.7045
FDH52,OUT010,133.55132
FDO09,OUT017,5160.5176
FDU43,OUT045,4214.699
FDX09,OUT010,398.15656
FDH40,OUT019,208.02579
FDW58,OUT017,1632.0936
FDC47,OUT017,4507.223
NCR41,OUT035,1829.4517
DRG49,OUT035,4465.5903
FDC52,OUT027,3744.7893
FDY13,OUT046,1116.1334
FDY35,OUT013,724.03015
FDI35,OUT017,4031.7673
NCU18,OUT049,1932.9183
FDY33,OUT018,1976.5787
FDC15,OUT027,3960.7969
FDU01,OUT049,3731.3877
NCU42,OUT046,3352.5393
NCV29,OUT018,2855.9712
NCY30,OUT017,2788.793
FDQ46,OUT049,2017.8853
FDG58,OUT027,3807.5598
FDK33,OUT017,3869.3489
NCD07,OUT045,1421.5281
NCX29,OUT027,3908.3157
NCT42,OUT013,2211.4287
DRN59,OUT035,749.9939
FDI44,OUT035,1187.9697
FDA45,OUT049,1470.9197
FDP31,OUT045,946.9169
FDY01,OUT046,1522.6095
FDT09,OUT018,1771.0405
DRH03,OUT027,2420.6807
FDA36,OUT018,1615.3163
NCF31,OUT017,2239.7844
FDG14,OUT049,2860.1077
FDG28,OUT027,5969.9976
FDU14,OUT049,4200.782
FDY47,OUT019,383.5362
FDI56,OUT049,1485.5063
DRD01,OUT013,600.8487
FDM22,OUT046,896.2206
FDH33,OUT013,673.0325
DRZ24,OUT013,2140.7312
NCQ38,OUT046,1678.7992
FDO16,OUT027,2493.8872
FDU07,OUT027,3906.9429
NCB07,OUT013,2003.1624
FDU48,OUT045,2437.0933
NCM43,OUT045,2760.5828
FDR31,OUT010,368.82355
DRK49,OUT018,631.50134
NCI30,OUT010,1350.9326
DRD60,OUT017,3338.0042
NCG19,OUT046,3708.2222
FDH12,OUT035,1480.281
FDM32,OUT035,1639.0823
FDM27,OUT035,2471.0625
NCU53,OUT027,4602.3535
NCQ18,OUT046,1722.4357
FDS10,OUT013,2878.13
FDB33,OUT027,4160.403
FDI12,OUT013,1341.8809
NCW42,OUT013,3954.8567
NCC06,OUT018,1916.9005
FDW02,OUT017,3313.9055
NCD43,OUT017,1794.2719
FDM57,OUT018,991.0362
FDA58,OUT017,3875.1304
FDK56,OUT046,3127.1274
FDP52,OUT045,4295.8193
FDW20,OUT018,1814.4105
FDS52,OUT049,1546.0513
NCT29,OUT018,1570.689
NCL54,OUT013,2859.5488
FDC05,OUT045,2611.7942
FDF34,OUT035,2657.9995
FDP03,OUT027,3320.1929
FDD32,OUT010,139.09093
FDZ10,OUT045,2189.811
FDZ40,OUT035,949.8701
FDD51,OUT018,327.5646
NCY30,OUT019,652.0442
FDP58,OUT017,3039.089
FDV49,OUT017,4397.227
FDY24,OUT019,96.12201
NCO55,OUT017,1741.4745
FDR13,OUT017,1827.4496
FDS51,OUT017,786.06976
FDP26,OUT045,1623.4437
NCB54,OUT027,3447.7273
FDF32,OUT017,3213.8684
FDN31,OUT018,2107.3916
DRM48,OUT017,662.5139
FDN20,OUT049,2820.6704
DRL01,OUT046,3837.2585
FDV56,OUT049,1869.7039
DRH13,OUT027,2458.3958
FDA03,OUT017,2525.8857
FDF47,OUT027,5714.9834
FDX32,OUT046,2204.2478
FDX57,OUT049,1583.949
NCA30,OUT045,3249.2737
FDO49,OUT013,661.36725
FDL04,OUT019,236.67865
DRM48,OUT035,580.6059
FDR16,OUT013,4233.853
NCC19,OUT018,3376.3982
NCE42,OUT045,2706.9778
FDY24,OUT017,831.1248
FDH19,OUT049,2430.311
FDJ46,OUT013,2764.5037
FDN45,OUT010,78.25174
FDY08,OUT035,2039.5968
FDZ37,OUT035,1521.052
NCT30,OUT045,821.2867
DRY23,OUT018,466.16696
NCZ30,OUT018,2433.271
FDC44,OUT018,1788.2815
FDB45,OUT035,1750.4886
FDY04,OUT013,2223.1697
FDM27,OUT046,2819.9714
FDZ43,OUT017,4115.7695
FDT39,OUT019,315.94156
NCC06,OUT019,397.54077
FDL15,OUT027,3867.3376
FDL57,OUT017,5499.0283
FDU08,OUT046,1816.741
FDK40,OUT017,4230.294
FDQ12,OUT010,758.7687
FDS48,OUT017,2617.3672
FDP09,OUT045,4925.2705
FDW21,OUT049,1144.6143
FDY25,OUT035,3525.0137
DRE13,OUT017,1432.7842
FDV43,OUT019,45.518707
FDD22,OUT045,1375.0472
FDM46,OUT019,291.689
NCO30,OUT010,374.0741
FDM25,OUT046,3095.0513
NCN41,OUT049,2152.7947
FDU24,OUT045,1648.5331
FDZ50,OUT046,2994.2625
FDP45,OUT013,4050.9846
NCM54,OUT045,1845.9236
FDW10,OUT019,196.78725
FDP20,OUT017,2048.1475
FDK32,OUT046,2353.1604
FDN52,OUT049,1285.6217
FDM58,OUT045,2162.896
FDZ46,OUT027,3289.6257
NCA18,OUT018,1396.2545
FDD35,OUT046,2013.4548
NCK31,OUT035,786.9968
FDI40,OUT027,2885.051
FDT50,OUT019,241.36871
NCT06,OUT046,2773.2268
FDT31,OUT035,3296.253
FDT45,OUT049,747.8513
FDT13,OUT045,3103.7673
FDO50,OUT045,1365.0493
NCU18,OUT010,265.30145
NCR54,OUT049,3760.7805
NCO18,OUT018,2334.2964
FDU09,OUT045,865.58124
FDT13,OUT018,2612.027
FDE09,OUT046,1722.6962
NCK53,OUT019,134.61774
FDG45,OUT049,4111.8193
DRH15,OUT035,628.2223
FDO21,OUT019,177.85255
FDD14,OUT027,4892.5176
FDC09,OUT046,1831.5635
FDH45,OUT027,1031.8948
FDV32,OUT046,1183.6487
FDG12,OUT035,1950.6022
FDS32,OUT013,1904.4296
NCL55,OUT018,3213.249
DRE01,OUT035,4159.068
DRE15,OUT049,1519.3558
NCL42,OUT045,5115.0654
FDP31,OUT013,878.80383
FDN33,OUT018,905.5161
FDZ59,OUT046,2883.731
FDE45,OUT010,288.19736
FDJ07,OUT013,1806.6694
FDQ45,OUT018,3257.4246
FDM33,OUT027,4366.965
FDO15,OUT010,51.396053
FDM46,OUT013,1563.1251
FDR03,OUT045,2981.887
FDY49,OUT018,2281.6287
FDQ60,OUT045,1803.7058
FDW10,OUT049,2527.7412
FDO51,OUT049,716.66437
FDJ40,OUT018,1607.9269
FDS20,OUT018,3038.4897
FDU45,OUT013,2015.6865
FDV02,OUT035,3124.0562
FDN09,OUT046,3413.964
NCM55,OUT027,5053.6035
FDN23,OUT018,2316.836
FDY31,OUT010,381.6378
FDW03,OUT010,507.82352
FDD14,OUT046,3341.7373
FDV23,OUT017,1950.8856
DRI03,OUT045,2009.8987
FDN13,OUT035,1687.2443
FDF45,OUT027,1644.2625
FDU46,OUT035,1429.672
FDB57,OUT049,3703.9067
FDV12,OUT049,2035.1903
FDQ58,OUT013,1832.7769
NCA18,OUT017,1651.5
FDH52,OUT049,1013.503
FDM24,OUT018,2303.154
NCP43,OUT027,4435.782
NCO18,OUT019,868.1415
FDM32,OUT017,1678.7313
NCL07,OUT017,560.09314
FDK03,OUT013,3860.3684
FDP59,OUT017,1775.5022
FDQ24,OUT049,3735.529
FDQ16,OUT018,1691.3065
FDU44,OUT013,2481.8335
FDH28,OUT010,81.57634
FDV28,OUT019,57.619736
FDM22,OUT045,891.9653
FDR56,OUT046,3146.321
FDV39,OUT049,2920.3904
FDU37,OUT019,218.02231
FDQ11,OUT010,497.61194
FDX02,OUT045,4042.8938
NCS42,OUT018,1029.775
FDY57,OUT027,2880.9448
FDB21,OUT049,4379.8394
FDE28,OUT017,3642.2227
FDQ55,OUT017,2163.0098
FDA48,OUT049,4135.1816
FDZ19,OUT045,2359.1711
NCC43,OUT045,2083.2002
NCV18,OUT046,1560.4587
NCA42,OUT018,2815.6338
FDY45,OUT046,2878.2747
NCC30,OUT045,2362.348
FDM57,OUT013,1082.2083
FDL09,OUT010,439.54306
FDB09,OUT027,3129.5774
FDT44,OUT035,2009.0605
NCT06,OUT027,3957.7317
FDX26,OUT049,3579.644
FDK32,OUT013,2423.0837
DRA12,OUT046,2172.3564
FDO46,OUT010,1129.7117
FDE52,OUT013,1229.8577
NCH42,OUT045,4551.384
FDV08,OUT035,807.8019
FDB47,OUT018,2534.7632
FDC28,OUT010,272.53928
FDD22,OUT046,1745.4286
FDS07,OUT027,2890.8818
DRI13,OUT045,3754.9158
FDG32,OUT018,2953.919
FDU14,OUT017,3942.4182
FDD28,OUT019,157.05219
NCP41,OUT017,1949.0056
FDS08,OUT049,1920.6221
FDX47,OUT045,2196.5361
FDC53,OUT019,190.40576
FDQ19,OUT035,2859.2708
FDL14,OUT045,2364.0952
FDM33,OUT019,1017.65985
FDA51,OUT045,2001.4958
FDZ27,OUT018,522.0841
FDT04,OUT046,597.8716
DRC13,OUT049,2035.1753
FDR16,OUT027,5094.833
FDQ03,OUT027,6402.3403
FDE38,OUT035,2792.6255
DRH23,OUT027,1685.4852
FDT11,OUT019,-15.144633
FDD09,OUT035,3462.2124
FDR40,OUT045,1502.9277
FDX07,OUT017,2892.5593
FDR07,OUT035,976.0325
FDA51,OUT017,1884.487
FDT59,OUT019,369.4284
FDF20,OUT017,3247.5393
FDR13,OUT045,1739.71
FDY26,OUT049,4300.1987
FDW04,OUT017,2182.51
FDK52,OUT017,4405.9893
FDN60,OUT049,2843.4373
FDM09,OUT019,509.51022
FDP46,OUT049,1482.9994
FDB50,OUT019,264.27533
NCQ29,OUT049,4185.4
FDP16,OUT027,6922.5005
FDX33,OUT018,2183.434
FDP07,OUT010,527.9243
FDN22,OUT046,4073.2566
FDF39,OUT049,4996.2344
FDS21,OUT017,945.83716
NCM42,OUT013,1862.075
FDK50,OUT019,455.58124
DRF13,OUT027,3721.1687
FDH35,OUT018,2113.3643
FDP60,OUT018,1178.7894
DRJ49,OUT027,3345.745
NCT42,OUT019,449.72507
FDE38,OUT049,2941.7788
FDI04,OUT049,3098.775
NCH54,OUT045,2545.1267
FDT56,OUT049,1022.38995
DRD15,OUT018,2813.7314
FDV58,OUT013,2013.4254
FDP21,OUT049,3437.3035
FDH05,OUT013,3319.9453
FDR10,OUT027,3897.395
NCP06,OUT045,2205.7766
FDF33,OUT049,1937.6292
DRK37,OUT013,3389.6494
DRH49,OUT045,1338.3845
FDT58,OUT013,2160.6023
FDD41,OUT018,1522.2778
FDP40,OUT018,1937.2123
FDM51,OUT027,2834.6052
FDO45,OUT010,356.31277
FDW33,OUT010,255.01288
FDY24,OUT045,1029.705
FDB10,OUT010,-538.8642
FDM40,OUT035,2248.4375
NCI06,OUT017,3419.711
FDW12,OUT019,278.88235
FDX48,OUT027,3982.7275
NCW05,OUT027,2713.7212
FDX27,OUT017,1659.2339
DRM37,OUT045,3239.9973
FDA38,OUT045,4011.6125
FDR36,OUT046,749.4224
FDZ45,OUT046,3524.526
FDG05,OUT017,2573.6772
FDK28,OUT013,4855.173
FDV47,OUT045,1206.5005
FDN21,OUT045,2459.415
FDP20,OUT027,2914.4111
FDI35,OUT045,3626.638
DRY23,OUT013,693.0699
FDA56,OUT017,2135.379
FDB09,OUT013,1837.586
NCO26,OUT027,2646.6995
FDQ49,OUT018,2452.2034
FDI52,OUT027,3225.274
FDZ44,OUT027,2709.0957
FDZ09,OUT018,2557.9514
FDY03,OUT049,1897.1681
NCG42,OUT017,2236.9172
DRI13,OUT027,5536.855
FDQ32,OUT013,2213.4055
FDW16,OUT035,1588.5581
FDU27,OUT046,807.4213
FDR28,OUT010,422.3111
FDQ49,OUT010,187.25949
FDS37,OUT046,1598.371
FDW26,OUT018,2698.5498
FDX12,OUT018,2707.9934
NCP06,OUT013,1935.5579
FDW45,OUT010,169.16556
NCN30,OUT049,1719.8427
FDN24,OUT049,835.7223
NCL41,OUT027,938.8852
FDR02,OUT019,249.21666
FDD09,OUT010,477.19736
FDS33,OUT010,216.49355
FDU22,OUT045,1834.4618
FDI53,OUT013,2584.2888
DRH01,OUT049,2572.2996
FDX32,OUT013,2251.1692
NCP30,OUT018,390.95563
FDB60,OUT045,2790.2322
FDB14,OUT049,1324.634
NCP02,OUT035,1000.2571
FDJ10,OUT017,2152.5942
FDG34,OUT046,1842.8417
NCB18,OUT017,1559.9229
FDM16,OUT049,1004.6369
FDW25,OUT018,1403.6432
FDB35,OUT010,187.76263
DRN11,OUT013,1926.0957
FDF41,OUT019,761.7702
FDH16,OUT045,1135.9359
NCQ50,OUT018,2330.5312
DRH23,OUT018,638.87695
DRJ37,OUT013,2313.1877
DRJ24,OUT027,3817.5737
FDY16,OUT035,3388.9744
FDQ27,OUT045,2038.949
FDZ33,OUT045,2233.3623
FDF29,OUT045,2170.906
FDA08,OUT049,2307.5642
FDG31,OUT046,1082.1516
FDE34,OUT019,304.54495
NCR30,OUT027,2062.1309
FDV33,OUT035,2805.7021
DRZ24,OUT018,1593.8914
NCL54,OUT035,2548.2134
FDR12,OUT049,3136.862
NCC54,OUT046,3922.487
DRN59,OUT013,760.2881
FDX50,OUT019,189.16579
FDV31,OUT027,4403.266
NCA29,OUT027,4560.3193
FDW60,OUT049,2488.6191
FDX08,OUT017,3687.1013
DRD49,OUT013,3597.8691
FDD33,OUT046,3031.7688
FDW35,OUT013,529.90027
FDJ36,OUT017,1613.3839
FDV51,OUT035,3152.8552
FDW36,OUT046,1650.3422
FDH35,OUT046,2283.1455
NCS30,OUT027,3440.0981
FDN49,OUT017,520.71484
FDL08,OUT018,3136.4033
FDI09,OUT013,4146.865
FDP19,OUT018,1630.7295
FDU21,OUT010,480.13522
NCP41,OUT045,1356.5735
FDY10,OUT013,2159.1777
FDP12,OUT018,382.70663
NCN26,OUT049,1985.8433
FDK44,OUT013,2696.696
FDC28,OUT049,1744.4572
FDJ41,OUT027,6544.9497
NCT29,OUT035,1919.5664
NCH42,OUT019,166.4465
FDU60,OUT018,2566.7095
FDS02,OUT045,3550.9712
FDC51,OUT046,1959.3953
FDU03,OUT013,3417.4893
FDX39,OUT045,3863.5247
NCY05,OUT010,35.6049
NCL06,OUT027,6051.573
FDD32,OUT035,1433.1353
NCN41,OUT045,1824.7219
NCX53,OUT049,2420.679
FDU57,OUT019,348.89676
FDQ23,OUT046,1769.4581
FDQ52,OUT045,4987.63
FDC14,OUT045,581.6502
FDY09,OUT035,3040.988
FDQ28,OUT045,2493.103
FDV25,OUT046,5517.9277
FDJ07,OUT035,1964.4454
DRB25,OUT049,1733.8394
FDK52,OUT019,443.85034
FDY52,OUT027,1626.884
FDB28,OUT046,2955.2522
FDT36,OUT035,503.35287
FDV25,OUT017,4196.5747
NCN07,OUT027,4281.0884
FDC57,OUT017,3337.2878
FDQ03,OUT018,3385.9622
FDU23,OUT017,2969.8635
NCX41,OUT035,2882.0754
NCD06,OUT035,658.77747
FDW08,OUT045,1683.1937
NCU29,OUT017,2860.5237
NCE06,OUT013,2337.3447
FDV52,OUT010,256.08026
FDB02,OUT017,2560.6619
NCR18,OUT045,584.4591
FDK16,OUT049,1702.5929
NCQ29,OUT010,691.2988
FDZ01,OUT019,67.45033
FDW27,OUT035,2673.659
FDD17,OUT018,2037.2301
FDW39,OUT013,2778.1108
DRH59,OUT045,1079.9746
FDS52,OUT013,1521.4132
FDU40,OUT027,5470.207
NCF54,OUT013,2381.826
FDH46,OUT045,1456.1046
NCP14,OUT049,1882.9601
FDH50,OUT049,3608.7878
DRF15,OUT010,-29.335312
FDV27,OUT027,2434.6401
NCJ06,OUT049,2523.8406
FDN02,OUT018,3949.0208
FDQ51,OUT049,840.2626
FDQ07,OUT017,3971.4353
FDS45,OUT049,1267.3154
NCJ06,OUT045,1975.3545
FDD36,OUT035,2093.5576
FDY25,OUT045,3620.232
FDU52,OUT046,3263.7317
DRK47,OUT017,4157.973
NCL30,OUT017,2067.5266
FDN22,OUT035,4004.1316
NCF30,OUT027,3523.7424
FDK03,OUT035,3980.6953
FDT45,OUT017,799.1463
NCC54,OUT027,6423.8843
FDP08,OUT018,2888.3118
FDU44,OUT046,2745.896
DRG39,OUT035,736.5329
FDU32,OUT049,2041.4669
FDY27,OUT049,3231.1118
NCP54,OUT013,2320.8586
NCZ41,OUT049,2057.6653
DRL49,OUT013,2112.3728
FDI05,OUT018,1250.1139
FDY56,OUT045,4815.6953
DRC13,OUT013,1642.7078
NCV29,OUT017,2665.3464
FDR24,OUT049,1571.2002
FDZ34,OUT018,2466.5034
FDP37,OUT035,2125.1355
FDX08,OUT027,4744.5786
FDS57,OUT045,1672.1775
NCG18,OUT049,1545.1512
FDK25,OUT018,2624.8308
FDH53,OUT049,1257.7622
DRI59,OUT018,2942.674
FDA52,OUT046,2457.0647
FDT20,OUT010,-38.122597
FDE36,OUT019,486.55396
FDI24,OUT017,3195.178
FDB28,OUT018,2836.182
FDV11,OUT017,2794.8982
FDP01,OUT046,2148.706
FDD34,OUT027,2974.032
FDJ50,OUT027,1453.5709
FDZ44,OUT013,1856.3695
DRO59,OUT035,1088.3744
DRB48,OUT045,653.80725
FDR21,OUT018,2337.659
NCE42,OUT010,2139.0032
FDO23,OUT046,1513.2892
NCE30,OUT018,2276.5378
FDQ22,OUT035,633.3225
FDY01,OUT045,1731.048
FDS08,OUT017,2566.9905
FDG28,OUT018,3036.547
FDQ51,OUT018,604.39594
FDB05,OUT017,3840.208
FDO56,OUT049,2420.567
FDE02,OUT018,1087.4279
FDN45,OUT017,3038.5747
FDS09,OUT013,882.1168
NCA54,OUT018,3347.006
FDP09,OUT010,882.31976
FDC53,OUT045,1203.1982
NCM55,OUT017,2638.6667
FDL09,OUT018,2372.8337
FDA11,OUT019,211.18239
FDA50,OUT045,1260.557
FDC23,OUT017,3459.7793
FDE22,OUT049,2806.3486
FDD23,OUT046,3647.181
NCA29,OUT049,3172.867
FDK38,OUT046,2523.7107
DRC13,OUT046,1992.2906
NCP43,OUT049,2666.36
FDX28,OUT049,1601.2179
FDF08,OUT049,1412.6976
FDZ33,OUT046,2109.502
FDD10,OUT049,1971.8251
FDO58,OUT017,2859.6528
FDI50,OUT017,4227.6987
FDO58,OUT045,2624.8772
FDX08,OUT013,3573.0405
NCK17,OUT010,-57.00932
FDF39,OUT035,4742.28
FDU45,OUT010,494.56274
NCJ18,OUT018,1553.2938
DRC27,OUT019,-693.896
DRC25,OUT035,1404.5667
FDU59,OUT035,2235.0322
FDU28,OUT035,3625.2986
NCP30,OUT046,634.7646
FDB39,OUT018,1180.5646
FDE41,OUT013,1223.4559
DRH11,OUT010,188.7623
FDA58,OUT045,3287.8582
FDU50,OUT046,1729.6559
FDM34,OUT013,2032.4194
FDM44,OUT027,2567.6003
FDR39,OUT045,3336.7754
FDM25,OUT045,2654.665
FDQ49,OUT049,2553.1924
DRH25,OUT018,915.3199
FDM09,OUT027,3931.1042
FDL44,OUT019,419.9444
NCR42,OUT018,295.4293
DRL59,OUT046,836.0496
FDX43,OUT013,2618.9556
DRK47,OUT010,587.34106
FDU48,OUT018,1526.3152
FDY12,OUT045,781.53424
NCN43,OUT018,1750.1604
NCM55,OUT018,2311.672
FDQ21,OUT027,3427.1277
FDX13,OUT035,4202.7837
NCK30,OUT027,4830.5815
FDG20,OUT049,2239.747
DRG27,OUT017,713.6423
FDY14,OUT018,3808.9424
FDP59,OUT035,1717.4485
FDU60,OUT017,3664.133
NCC18,OUT019,397.00504
DRJ39,OUT017,3917.1428
FDS07,OUT049,1863.4773
FDM08,OUT027,5734.6943
FDP51,OUT045,1521.0038
FDU16,OUT035,1120.6587
FDH12,OUT013,1610.0934
DRE48,OUT010,446.75848
NCL42,OUT027,6547.5493
FDR21,OUT045,2503.2817
NCW29,OUT035,2175.8313
FDO11,OUT013,4155.4224
NCM31,OUT049,2449.6191
FDV35,OUT019,300.43646
FDF58,OUT017,925.23486
NCE43,OUT049,2957.3496
FDA02,OUT035,3161.5112
DRL37,OUT010,126.50263
FDR24,OUT018,270.53296
FDW59,OUT049,1594.8795
FDS22,OUT049,687.1424
FDW24,OUT017,1014.66376
FDU24,OUT035,1853.5641
FDA21,OUT027,5129.954
FDH58,OUT027,3217.176
FDW36,OUT018,1235.4684
FDI45,OUT027,5004.6973
FDU01,OUT018,3545.61
FDF35,OUT027,2811.987
