Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCG06,OUT045,3958.1117837894817
DRC36,OUT045,2726.57383313287
FDV21,OUT019,42.09795595062894
FDB53,OUT046,2349.160465995807
DRP47,OUT019,2024.8696995514047
FDA14,OUT013,2316.8817462757347
DRC24,OUT035,2571.2093652989165
FDW21,OUT018,1417.1044581295741
NCH29,OUT046,1560.0106086231226
FDU58,OUT013,3085.348406582888
FDY27,OUT017,2940.632389904627
FDV56,OUT035,1958.1717022880794
FDT59,OUT046,3631.097720271687
FDB23,OUT046,3627.408129815184
FDR49,OUT045,690.2420951205153
FDB03,OUT010,1905.1618086022427
FDN39,OUT045,2631.290135656411
FDX02,OUT027,4982.915981342169
FDQ16,OUT027,3193.318575001949
FDU35,OUT018,1330.8121669161073
NCT29,OUT013,1962.6500495547884
FDZ27,OUT046,826.3286926993662
FDN57,OUT017,2347.966755711487
FDA03,OUT018,2096.955724171719
FDZ36,OUT045,2929.0363898816704
NCU05,OUT013,1327.3155112964828
FDT39,OUT018,2200.915335693516
FDK60,OUT017,1709.7241014387866
FDZ25,OUT017,2851.635689170386
FDG12,OUT046,1921.1484328138172
DRB01,OUT019,1156.4144273112834
NCC43,OUT027,5370.96923317732
FDX13,OUT019,2032.8488671200193
FDM22,OUT049,1034.5549589356683
FDJ03,OUT027,2312.49981819548
FDU14,OUT018,3686.5884739630415
FDB33,OUT010,638.2996195723747
FDP27,OUT046,3011.8010413446045
FDO38,OUT010,-671.8269488729887
FDE28,OUT027,5143.842335102435
FDO27,OUT035,1702.0238414696746
DRL23,OUT027,3172.651605497701
FDS28,OUT046,972.9815174759042
FDX24,OUT013,1548.392447337473
FDZ02,OUT035,1760.1888985822484
FDL46,OUT045,1809.4857796140163
FDS60,OUT027,4300.158573742551
NCO06,OUT017,632.5544990162961
FDO16,OUT035,1540.2798385701587
FDC60,OUT049,1550.6484286800146
FDA48,OUT018,3194.7317792296576
FDZ36,OUT027,4474.189522190759
FDK27,OUT045,1886.7093912348764
FDW23,OUT018,386.8760812455464
FDM14,OUT018,1512.547816170086
FDM14,OUT013,1789.3402408965985
FDW60,OUT018,2614.5060459856354
FDE21,OUT013,1914.8824502926573
NCM42,OUT035,1892.7877819273094
FDY59,OUT010,-377.10856503909224
DRI49,OUT049,1367.872065111477
FDT28,OUT019,510.3013113194229
FDQ22,OUT018,408.48631180633834
FDR60,OUT049,1297.2782000568757
FDC50,OUT019,-438.58542015040314
FDV24,OUT013,2444.4469249411277
DRF48,OUT010,1091.5943474679182
FDQ47,OUT046,646.0280524789
DRN36,OUT049,1705.0839168080597
NCY06,OUT035,2176.218675055016
FDE52,OUT035,1654.5935900691402
NCB54,OUT045,1944.4388450241713
NCF31,OUT035,2556.0153236903197
FDJ08,OUT027,4447.756983853926
NCC07,OUT017,1794.347062163103
NCD19,OUT027,2333.255350124844
FDL46,OUT049,2023.4975783047903
FDM20,OUT045,3830.9354821734873
NCI06,OUT010,930.2503075261081
DRM11,OUT035,4223.719014235682
NCH07,OUT018,2212.0868291392017
FDS23,OUT013,2086.571353327525
FDO49,OUT018,604.1239599507896
FDS35,OUT049,1161.08537744528
DRK39,OUT045,1265.1815012540321
DRI39,OUT049,1036.2369177412886
FDV04,OUT017,2643.56092157266
NCN14,OUT035,3004.0124521951084
FDH08,OUT013,3703.0333483259815
FDS20,OUT046,2912.8592649650627
FDV40,OUT049,1343.4237503007294
FDZ48,OUT010,-147.08502781339314
FDS24,OUT027,2917.2958615489015
FDK44,OUT049,2850.413426293712
FDS48,OUT045,2350.517097664417
FDK26,OUT010,1115.385964769259
FDD23,OUT045,2976.8495539494074
NCH54,OUT017,2614.534515148497
NCP14,OUT010,-250.08367988548696
FDM60,OUT010,-1190.39106685848
FDV24,OUT017,2509.5671026686027
FDH08,OUT018,3360.903621213498
FDS12,OUT027,3461.7370173498457
FDR39,OUT027,4313.519480155361
FDP12,OUT027,2128.1532778601045
DRF60,OUT027,5173.704638889578
FDC09,OUT035,1857.7831813239868
FDF50,OUT018,2908.985316864556
FDG28,OUT035,4050.4261594253985
NCE19,OUT017,992.1606119889623
NCM53,OUT010,-199.92853144757999
NCN18,OUT049,1877.47944346771
FDF32,OUT035,3299.133200142698
FDF11,OUT013,3876.3880601360443
DRI59,OUT049,3652.3131432318996
NCG54,OUT035,2808.761856370209
FDM44,OUT046,1647.9667580549833
FDT57,OUT018,3471.4456665316857
FDV24,OUT046,2404.5881279238424
FDI50,OUT019,1763.8153769142223
FDS09,OUT035,1043.2673465588775
NCC31,OUT027,3899.722107981728
FDQ07,OUT019,1596.8189250288551
FDC22,OUT017,3174.8648391781003
FDZ56,OUT046,2704.3627162102507
FDZ40,OUT019,-991.324049849
FDS46,OUT027,3401.3602414266393
DRD24,OUT045,2170.6741918427665
FDV45,OUT017,3109.811900615391
FDL26,OUT045,2409.3035129128366
FDA56,OUT018,1717.4888980843418
FDN27,OUT046,1901.5819340711741
FDM20,OUT049,3978.618876418178
FDO16,OUT017,1471.5523147514996
FDL03,OUT035,3300.094313136255
FDE58,OUT046,1880.94204574599
FDI02,OUT027,3285.0970623132353
NCC55,OUT019,-1296.3257265818484
FDR03,OUT018,3046.068208214808
FDB14,OUT017,1633.3620079577809
FDR45,OUT013,3820.3457422823953
NCN07,OUT017,2164.172932087861
FDM51,OUT019,-186.76207275788983
FDT52,OUT027,5369.580129555138
FDL26,OUT046,2454.7391123629313
NCZ42,OUT046,3766.0619105128385
DRI47,OUT019,427.25559059934494
FDW40,OUT013,2318.828732143649
FDN34,OUT046,2755.55779509679
FDS01,OUT035,2994.1214592033243
NCG55,OUT045,1776.7651766245144
FDC11,OUT035,1536.3172673492488
FDX35,OUT018,3350.903926723281
NCB06,OUT046,2518.664365463291
FDR09,OUT019,2192.393036277174
FDC53,OUT017,1691.166100077755
FDY45,OUT013,4077.9996614402626
FDA22,OUT010,756.1188218472732
FDE02,OUT035,1671.6783076598604
FDW21,OUT045,1627.3239863213253
FDV34,OUT046,1267.6932546059134
FDS59,OUT049,1906.027544864537
NCW17,OUT017,2135.8206444646303
NCK54,OUT046,1866.33683345698
FDG17,OUT019,2016.4512629722185
FDG35,OUT017,2915.976465761607
FDD08,OUT010,-1251.7585430923682
NCO07,OUT017,3438.996955354234
FDJ10,OUT010,266.4598569755278
FDW36,OUT017,1785.7642867772104
FDW21,OUT010,-204.07306206965075
FDY19,OUT017,2003.1094449728198
DRE03,OUT013,813.5358507019262
NCC55,OUT049,724.9856979270082
FDH52,OUT010,-810.9059067177392
FDO09,OUT017,4307.020113359051
FDU43,OUT045,3759.5236048618112
FDX09,OUT010,866.4774655658055
FDH40,OUT019,-512.8501986435895
FDW58,OUT017,1801.6205035199696
FDC47,OUT017,3680.9830113057915
NCR41,OUT035,1626.083275240596
DRG49,OUT035,3995.7995148198397
FDC52,OUT027,3940.417245495256
FDY13,OUT046,1231.107638091144
FDY35,OUT013,832.9388831649014
FDI35,OUT017,2997.5695073663287
NCU18,OUT049,2331.152069947443
FDY33,OUT018,2284.2952193320784
FDC15,OUT027,3925.545465370422
FDU01,OUT049,3119.2708010795295
NCU42,OUT046,2685.249706568105
NCV29,OUT018,2533.0815403303495
NCY30,OUT017,2987.999781742574
FDQ46,OUT049,1893.478804083275
FDG58,OUT027,3940.27987246826
FDK33,OUT017,3494.45286620873
NCD07,OUT045,1767.1071703860275
NCX29,OUT027,3720.1871860099354
NCT42,OUT013,2386.0193136783987
DRN59,OUT035,899.659380025684
FDI44,OUT035,1421.1415408566882
FDA45,OUT049,2897.669384680308
FDP31,OUT045,1024.2999455457566
FDY01,OUT046,1865.2654650825739
FDT09,OUT018,1910.260172004308
DRH03,OUT027,2986.2637010007156
FDA36,OUT018,2710.3950975503626
NCF31,OUT017,2527.6651859033536
FDG14,OUT049,2562.927509660419
FDG28,OUT027,5378.350139768705
FDU14,OUT049,4055.619173987974
FDY47,OUT019,246.92676454600644
FDI56,OUT049,1558.6153379230966
DRD01,OUT013,997.6782148641655
FDM22,OUT046,977.7787573985133
FDH33,OUT013,730.401261814471
DRZ24,OUT013,1913.1203541280975
NCQ38,OUT046,1682.3915491846628
FDO16,OUT027,2831.7360759936114
FDU07,OUT027,3832.4935950779673
NCB07,OUT013,3080.4555915137034
FDU48,OUT045,2046.1067495312109
NCM43,OUT045,2544.4944547286354
FDR31,OUT010,444.8148293634488
DRK49,OUT018,414.04783500361987
NCI30,OUT010,1919.216591350386
DRD60,OUT017,2970.6419417748543
NCG19,OUT046,3663.2331655908247
FDH12,OUT035,1803.8828504162136
FDM32,OUT035,1639.7102568544074
FDM27,OUT035,2649.246121155701
NCU53,OUT027,4079.7807512733425
NCQ18,OUT046,1551.3019553608856
FDS10,OUT013,2882.4751707757587
FDB33,OUT027,3973.6533542015577
FDI12,OUT013,1462.8149219061816
NCW42,OUT013,3505.816324551146
NCC06,OUT018,1764.9105275206944
FDW02,OUT017,2179.6087729773003
NCD43,OUT017,1774.9963550468717
FDM57,OUT018,1117.5410554264408
FDA58,OUT017,3838.5733723246944
FDK56,OUT046,2922.707067755874
FDP52,OUT045,3649.2652770166433
FDW20,OUT018,1690.5522927106088
FDS52,OUT049,1739.9740775408839
NCT29,OUT018,1620.4503178993432
NCL54,OUT013,2804.1441105047284
FDC05,OUT045,3110.1056522581653
FDF34,OUT035,3328.4597580082786
FDP03,OUT027,3491.398487834669
FDD32,OUT010,-509.1631678027367
FDZ10,OUT045,1991.6773474375273
FDZ40,OUT035,1056.2671898757287
FDD51,OUT018,449.24188621442636
NCY30,OUT019,942.7393503318895
FDP58,OUT017,3503.209486453111
FDV49,OUT017,4288.843581213796
FDY24,OUT019,-1019.5582599518364
NCO55,OUT017,1794.7221398535723
FDR13,OUT017,2035.9926046722435
FDS51,OUT017,1138.1262386548879
FDP26,OUT045,1600.5364856309243
NCB54,OUT027,3496.009357609184
FDF32,OUT017,3227.200017356946
FDN31,OUT018,2724.8533821153237
DRM48,OUT017,690.9707899503675
FDN20,OUT049,2795.3780004067467
DRL01,OUT046,3730.694707970224
FDV56,OUT049,1885.038457542039
DRH13,OUT027,3179.9060095296427
FDA03,OUT017,2476.363307480765
FDF47,OUT027,4981.998453024412
FDX32,OUT046,2371.6843618507232
FDX57,OUT049,1706.8055679207885
NCA30,OUT045,2874.3325636647805
FDO49,OUT013,913.6115876047222
FDL04,OUT019,-232.8001911813198
DRM48,OUT035,750.5400425770144
FDR16,OUT013,3430.1716936039747
NCC19,OUT018,2746.9121967213323
NCE42,OUT045,3638.0805462730364
FDY24,OUT017,1046.6350075009555
FDH19,OUT049,2893.2262114872674
FDJ46,OUT013,2795.1365125976845
FDN45,OUT010,1604.5456100828771
FDY08,OUT035,2396.4967708968657
FDZ37,OUT035,1613.4107438391234
NCT30,OUT045,667.355712782908
DRY23,OUT018,451.7851042554755
NCZ30,OUT018,1664.6258070191893
FDC44,OUT018,1512.790421025384
FDB45,OUT035,1840.6866504149161
FDY04,OUT013,2678.6617669073603
FDM27,OUT046,2491.968803636638
FDZ43,OUT017,3964.8285985296143
FDT39,OUT019,575.7716583409401
NCC06,OUT019,89.84707822681514
FDL15,OUT027,3903.8909230151003
FDL57,OUT017,4212.603484753675
FDU08,OUT046,1608.4615322546786
FDK40,OUT017,4288.1767215815635
FDQ12,OUT010,1720.6021984450615
FDS48,OUT017,2525.190629478644
FDP09,OUT045,3295.969659856396
FDW21,OUT049,1765.669638363324
FDY25,OUT035,3031.37984170666
DRE13,OUT017,1491.2750309899213
FDV43,OUT019,-1185.497905742041
FDD22,OUT045,1720.7347766424173
FDM46,OUT019,-452.1773992089028
NCO30,OUT010,1011.7992355118402
FDM25,OUT046,2810.74643912782
NCN41,OUT049,2042.2067962270062
FDU24,OUT045,1468.3533046158807
FDZ50,OUT046,2959.2909067412365
FDP45,OUT013,4056.188707510273
NCM54,OUT045,1927.0907885508018
FDW10,OUT019,880.8459242815566
FDP20,OUT017,2155.029348105916
FDK32,OUT046,2457.965431728468
FDN52,OUT049,1548.8508866242262
FDM58,OUT045,1781.452026666875
FDZ46,OUT027,3232.1443825427514
NCA18,OUT018,1582.4829566590747
FDD35,OUT046,1967.7762549074841
NCK31,OUT035,958.2964251269393
FDI40,OUT027,3099.9882837660543
FDT50,OUT019,-300.6934741351192
NCT06,OUT046,2600.6001745779954
FDT31,OUT035,3139.0940727930897
FDT45,OUT049,984.2368309539847
FDT13,OUT045,2915.1023741776326
FDO50,OUT045,1400.5641206329085
NCU18,OUT010,307.6656044705512
NCR54,OUT049,3154.503182434835
NCO18,OUT018,2541.0798087477497
FDU09,OUT045,914.5591290326072
FDT13,OUT018,2714.2079703869254
FDE09,OUT046,1821.370599996203
NCK53,OUT019,-284.4500319896289
FDG45,OUT049,3498.0902222871932
DRH15,OUT035,875.8399053868548
FDO21,OUT019,1716.0693910949626
FDD14,OUT027,4313.27349773945
FDC09,OUT046,1713.4781179236832
FDH45,OUT027,2215.4320064466856
FDV32,OUT046,1067.6714684349274
FDG12,OUT035,2123.74781841563
FDS32,OUT013,2324.2053344020296
NCL55,OUT018,3663.8884811873877
DRE01,OUT035,3945.37993267858
DRE15,OUT049,1351.7746335757406
NCL42,OUT045,3809.43380443649
FDP31,OUT013,1097.2198931982487
FDN33,OUT018,1270.2701486690166
FDZ59,OUT046,2661.072081450284
FDE45,OUT010,928.1818623843917
FDJ07,OUT013,1951.2635219880167
FDQ45,OUT018,2717.0799904353694
FDM33,OUT027,4911.981968888504
FDO15,OUT010,-609.0872061846119
FDM46,OUT013,1503.827512730543
FDR03,OUT045,3251.6229656245773
FDY49,OUT018,2431.645921570158
FDQ60,OUT045,1874.7406033235493
FDW10,OUT049,2912.603981952482
FDO51,OUT049,907.2319948903387
FDJ40,OUT018,1525.8001173538948
FDS20,OUT018,2624.5206363621433
FDU45,OUT013,1892.2882768409418
FDV02,OUT035,2838.723475047361
FDN09,OUT046,3837.293716459582
NCM55,OUT027,4384.709611344437
FDN23,OUT018,2079.6001867371706
FDY31,OUT010,414.2978272551229
FDW03,OUT010,-131.32558862564395
FDD14,OUT046,2876.75351307886
FDV23,OUT017,2107.464895879128
DRI03,OUT045,2723.4551328238563
FDN13,OUT035,1719.6714497182309
FDF45,OUT027,2500.689433465576
FDU46,OUT035,1627.7571226395762
FDB57,OUT049,3671.701951183391
FDV12,OUT049,1770.3064600885332
FDQ58,OUT013,2459.907966984758
NCA18,OUT017,1943.2193886620034
FDH52,OUT049,1178.4594719683623
FDM24,OUT018,2164.113256976767
NCP43,OUT027,4309.764437533336
NCO18,OUT019,894.7645591997857
FDM32,OUT017,1561.1553224329318
NCL07,OUT017,735.3484927944434
FDK03,OUT013,4072.182296726135
FDP59,OUT017,1797.3852993357973
FDQ24,OUT049,4075.180413604142
FDQ16,OUT018,1492.0902744601608
FDU44,OUT013,2637.085468599328
FDH28,OUT010,-1236.8451769580354
FDV28,OUT019,-1294.519567989189
FDM22,OUT045,880.6490861267764
FDR56,OUT046,3142.6765142576505
FDV39,OUT049,3238.170161334914
FDU37,OUT019,-567.4748855686164
FDQ11,OUT010,2213.9509076748463
FDX02,OUT045,3469.146824965477
NCS42,OUT018,1197.619334046164
FDY57,OUT027,3010.1494764243957
FDB21,OUT049,3897.7787389188234
FDE28,OUT017,3765.404347663255
FDQ55,OUT017,1986.2894377110274
FDA48,OUT049,3605.6008713190754
FDZ19,OUT045,2698.702678139217
NCC43,OUT045,3883.8759651782284
NCV18,OUT046,1297.3581785707129
NCA42,OUT018,2244.672794711804
FDY45,OUT046,4056.619379211951
NCC30,OUT045,2754.111179675708
FDM57,OUT013,1461.313891657318
FDL09,OUT010,744.8555164219849
FDB09,OUT027,3453.1990803280332
FDT44,OUT035,2039.3152896946444
NCT06,OUT027,4044.6640459791843
FDX26,OUT049,2999.617089770561
FDK32,OUT013,2414.6269184022563
DRA12,OUT046,2273.389395147703
FDO46,OUT010,1137.1687712951464
FDE52,OUT013,1495.6859015720574
NCH42,OUT045,3556.0020886580805
FDV08,OUT035,872.7513865392157
FDB47,OUT018,3061.4191889246067
FDC28,OUT010,-131.11797852162965
FDD22,OUT046,1820.6293245953411
FDS07,OUT027,3291.7184645883735
DRI13,OUT045,3360.412277983399
FDG32,OUT018,3214.516663554175
FDU14,OUT017,4063.1120730398306
FDD28,OUT019,-922.7362477173931
NCP41,OUT017,1852.3297784118822
FDS08,OUT049,2886.9880963117075
FDX47,OUT045,2499.712614357762
FDC53,OUT019,-251.10468433682985
FDQ19,OUT035,4019.2334323889827
FDL14,OUT045,2458.6230229608977
FDM33,OUT019,1554.7702678904843
FDA51,OUT045,1770.2739285839666
FDZ27,OUT018,558.2572950332114
FDT04,OUT046,656.8362919368385
DRC13,OUT049,2138.3585323099437
FDR16,OUT027,4882.415103833899
FDQ03,OUT027,5225.109251266937
FDE38,OUT035,2824.2057973239353
DRH23,OUT027,2347.240826349221
FDT11,OUT019,1141.1635900480578
FDD09,OUT035,3012.5499293070407
FDR40,OUT045,1333.3933277169574
FDX07,OUT017,3072.188159158207
FDR07,OUT035,1704.6081922431824
FDA51,OUT017,1957.9710731209507
FDT59,OUT019,1764.5907642294128
FDF20,OUT017,3207.8051116577126
FDR13,OUT045,1835.700651442617
FDY26,OUT049,3478.879046999271
FDW04,OUT017,2232.6136700882485
FDK52,OUT017,3685.651652139517
FDN60,OUT049,2591.8128933613034
FDM09,OUT019,848.376431731479
FDP46,OUT049,1520.3468934671182
FDB50,OUT019,-658.9802768530008
NCQ29,OUT049,4143.947209692498
FDP16,OUT027,5334.260654819741
FDX33,OUT018,2322.068725372653
FDP07,OUT010,1181.4266328179285
FDN22,OUT046,3986.278744906437
FDF39,OUT049,4292.105548795288
FDS21,OUT017,1162.6645026999404
NCM42,OUT013,1714.7291892612584
FDK50,OUT019,719.2030161067605
DRF13,OUT027,3788.124221112086
FDH35,OUT018,2332.838859184874
FDP60,OUT018,1332.1515575591102
DRJ49,OUT027,3531.9263752191937
NCT42,OUT019,457.0850266059715
FDE38,OUT049,2775.9440431385665
FDI04,OUT049,3289.757104149256
NCH54,OUT045,2416.331388819185
FDT56,OUT049,1102.0172175213902
DRD15,OUT018,3384.6009705290044
FDV58,OUT013,3121.1359107755115
FDP21,OUT049,3128.0538145220976
FDH05,OUT013,3748.0801601790145
FDR10,OUT027,4039.26118231317
NCP06,OUT045,2290.8859332517454
FDF33,OUT049,1829.8205741401612
DRK37,OUT013,3027.0007215316637
DRH49,OUT045,1300.1059868309706
FDT58,OUT013,2691.642076092498
FDD41,OUT018,1448.8015646109125
FDP40,OUT018,1560.0161090737695
FDM51,OUT027,3147.912567751889
FDO45,OUT010,-455.88761997831415
FDW33,OUT010,-216.7395885188779
FDY24,OUT045,902.9040390903533
FDB10,OUT010,1837.4280669011941
FDM40,OUT035,2381.3342225578444
NCI06,OUT017,2954.8778115959535
FDW12,OUT019,450.1395358311506
FDX48,OUT027,3971.7724732266706
NCW05,OUT027,3121.806260376721
FDX27,OUT017,1668.9786875034827
DRM37,OUT045,3046.6370032355085
FDA38,OUT045,3735.079980090923
FDR36,OUT046,714.3164399790312
FDZ45,OUT046,3151.2953780282687
FDG05,OUT017,2667.5921583416257
FDK28,OUT013,4116.568678990824
FDV47,OUT045,1326.1562620809627
FDN21,OUT045,2481.3541754965513
FDP20,OUT027,3541.435521839605
FDI35,OUT045,2825.2905206059786
DRY23,OUT013,675.0922680867121
FDA56,OUT017,2092.247734366636
FDB09,OUT013,2007.447214950752
NCO26,OUT027,3302.9937556094196
FDQ49,OUT018,2268.2525008064245
FDI52,OUT027,3401.524022662801
FDZ44,OUT027,3344.9558918990474
FDZ09,OUT018,2326.2698991758425
FDY03,OUT049,1956.1905635619864
NCG42,OUT017,2129.9754413237015
DRI13,OUT027,4897.061308976761
FDQ32,OUT013,2092.7214292929048
FDW16,OUT035,1669.2624355745554
FDU27,OUT046,800.9635506262748
FDR28,OUT010,738.8303406275234
FDQ49,OUT010,655.8755234527591
FDS37,OUT046,1879.9315681483922
FDW26,OUT018,3246.4784807509104
FDX12,OUT018,3588.733275591889
NCP06,OUT013,2410.364027001211
FDW45,OUT010,411.23850163343945
NCN30,OUT049,1612.6594593792618
FDN24,OUT049,968.1168412499128
NCL41,OUT027,1998.8489012867713
FDR02,OUT019,-117.40961011742723
FDD09,OUT010,977.4259841516634
FDS33,OUT010,-430.1464236346671
FDU22,OUT045,1843.5545093755313
FDI53,OUT013,2643.8327728621566
DRH01,OUT049,2861.2571218600406
FDX32,OUT013,2347.766735450979
NCP30,OUT018,380.18450099847087
FDB60,OUT045,3052.0234513718474
FDB14,OUT049,1639.9538450092716
NCP02,OUT035,1088.6689479527915
FDJ10,OUT017,2376.975365089457
FDG34,OUT046,1845.0368012371032
NCB18,OUT017,1505.2152583593213
FDM16,OUT049,1369.8254369236668
FDW25,OUT018,1105.6455829587778
FDB35,OUT010,-392.9018188203221
DRN11,OUT013,2273.910100728582
FDF41,OUT019,1982.5638931635376
FDH16,OUT045,1368.217768557525
NCQ50,OUT018,3067.689987177642
DRH23,OUT018,622.1358799155328
DRJ37,OUT013,2437.998262877283
DRJ24,OUT027,4351.434631454012
FDY16,OUT035,3091.1752250672735
FDQ27,OUT045,1683.552205177025
FDZ33,OUT045,2291.501085842799
FDF29,OUT045,2091.759805793112
FDA08,OUT049,2745.73834662352
FDG31,OUT046,1094.313812561639
FDE34,OUT019,1090.9012893725803
NCR30,OUT027,2626.895946616949
FDV33,OUT035,4278.078727117249
DRZ24,OUT018,1659.7728145277504
NCL54,OUT035,2869.71132585492
FDR12,OUT049,2902.2383336187568
NCC54,OUT046,3782.039523777553
DRN59,OUT013,805.4588442896245
FDX50,OUT019,-132.56542687431255
FDV31,OUT027,4272.447981089823
NCA29,OUT027,4180.778857534316
FDW60,OUT049,2972.412779715315
FDX08,OUT017,3014.3755220910903
DRD49,OUT013,3721.1610537918177
FDD33,OUT046,3644.237967905832
FDW35,OUT013,765.5332943775069
FDJ36,OUT017,1789.3799213972493
FDV51,OUT035,2800.4385048667605
FDW36,OUT046,1719.592720045273
FDH35,OUT046,2628.9629411042556
NCS30,OUT027,3509.8716356377217
FDN49,OUT017,782.5453161476638
FDL08,OUT018,3616.846901244944
FDI09,OUT013,3846.0368905404334
FDP19,OUT018,1765.5209715740098
FDU21,OUT010,-1304.4891992081043
NCP41,OUT045,1650.4684481420932
FDY10,OUT013,1844.5301090145567
FDP12,OUT018,401.52444775524486
NCN26,OUT049,1947.3106105803045
FDK44,OUT013,2754.8974538144435
FDC28,OUT049,1861.0831458517678
FDJ41,OUT027,5617.364345069912
NCT29,OUT035,2098.218490405612
NCH42,OUT019,1696.2121237598526
FDU60,OUT018,2426.137395187391
FDS02,OUT045,3018.0719810064124
FDC51,OUT046,2037.6231204983137
FDU03,OUT013,2964.9817456145643
FDX39,OUT045,3334.1642102314763
NCY05,OUT010,-1311.2195806851892
NCL06,OUT027,5522.7541677163645
FDD32,OUT035,1511.3649893751528
NCN41,OUT045,1874.2999281645061
NCX53,OUT049,2341.8098237210493
FDU57,OUT019,519.6547002658344
FDQ23,OUT046,1694.3732680327582
FDQ52,OUT045,3846.1781572961195
FDC14,OUT045,667.184312203461
FDY09,OUT035,2965.216605108537
FDQ28,OUT045,2470.9610942927193
FDV25,OUT046,3478.3781722448257
FDJ07,OUT035,2030.8436821638347
DRB25,OUT049,1789.096311642674
FDK52,OUT019,1655.1008799107776
FDY52,OUT027,2509.4417774849726
FDB28,OUT046,3132.4927905062927
FDT36,OUT035,751.9458221334862
FDV25,OUT017,3629.050896225421
NCN07,OUT027,3519.4946372005434
FDC57,OUT017,3214.1675618384274
FDQ03,OUT018,3506.275697059079
FDU23,OUT017,2776.850458173472
NCX41,OUT035,3494.3870798157886
NCD06,OUT035,892.0491769480379
FDW08,OUT045,1596.3699425472776
NCU29,OUT017,2377.0501054139763
NCE06,OUT013,2562.4840082036585
FDV52,OUT010,-12.075404902301784
FDB02,OUT017,2969.0828535979804
NCR18,OUT045,642.4294388070638
FDK16,OUT049,1648.3403154399966
NCQ29,OUT010,2118.2943579039547
FDZ01,OUT019,-158.57681543596772
FDW27,OUT035,2669.8949328141434
FDD17,OUT018,3497.6335463016853
FDW39,OUT013,2895.4082213460597
DRH59,OUT045,1106.5809771023823
FDS52,OUT013,1693.0780392138045
FDU40,OUT027,4555.025717474816
NCF54,OUT013,2765.737160158666
FDH46,OUT045,1646.6539194561258
NCP14,OUT049,1730.1493503940608
FDH50,OUT049,3102.614128502485
DRF15,OUT010,525.1273573260294
FDV27,OUT027,2922.5042064979834
NCJ06,OUT049,2003.8734889510174
FDN02,OUT018,2975.3892312508924
FDQ51,OUT049,930.552638258277
FDQ07,OUT017,3665.2756894943504
FDS45,OUT049,1748.8960643025696
NCJ06,OUT045,1853.0796755798046
FDD36,OUT035,2040.775450456796
FDY25,OUT045,2841.6630483487565
FDU52,OUT046,2474.006866877868
DRK47,OUT017,3650.9257165893696
NCL30,OUT017,2134.986958167197
