Item_Identifier,Outlet_Identifier,Item_Outlet_Sales_RF
NCB06,OUT046,2568.1079980624486
FDR09,OUT019,584.8460827623236
FDC53,OUT017,1553.0169773097837
FDY45,OUT013,4090.8540141105955
FDA22,OUT010,395.55654486488197
FDE02,OUT035,1524.4863719202256
FDW21,OUT045,1621.2231815312628
FDV34,OUT046,1137.2294371078551
FDS59,OUT049,1644.6047286110227
NCW17,OUT017,2067.84205226087
NCK54,OUT046,1981.3895305128142
FDG17,OUT019,580.1397075358084
FDG35,OUT017,2869.382380600172
FDD08,OUT010,92.62838615871215
NCO07,OUT017,3775.837816724159
FDJ10,OUT010,275.5195250984376
FDW36,OUT017,1624.8012664527516
FDW21,OUT010,219.8066152229867
FDY19,OUT017,1974.727497121121
DRE03,OUT013,753.5988114446844
NCC55,OUT049,617.5115199296749
FDH52,OUT010,166.33773303317318
FDO09,OUT017,4108.082859845508
FDU43,OUT045,3923.9538448114035
FDX09,OUT010,417.9075034181343
FDH40,OUT019,216.9377828132265
FDW58,OUT017,1625.1467676142709
FDC47,OUT017,3797.965607034105
NCR41,OUT035,1506.9911973652415
DRG49,OUT035,3957.294516222624
FDC52,OUT027,3982.5906241470757
FDY13,OUT046,1152.4130772071946
FDY35,OUT013,631.7889223113576
FDI35,OUT017,3123.8911212212865
NCU18,OUT049,2087.9669950859134
FDY33,OUT018,2435.021646957951
FDC15,OUT027,3868.4542119142407
FDU01,OUT049,3051.7179935427043
NCU42,OUT046,2792.84663324906
NCV29,OUT018,2846.8813764999686
NCY30,OUT017,3051.63148757296
FDQ46,OUT049,1749.4069756553713
FDG58,OUT027,3840.9061292652746
FDK33,OUT017,3734.6314548819432
NCD07,OUT045,1937.9351140299718
NCX29,OUT027,3802.473694346985
NCT42,OUT013,2442.233382450117
DRN59,OUT035,749.9538824168521
FDI44,OUT035,1291.3311952496617
FDA45,OUT049,2868.278332812598
FDP31,OUT045,1048.8867859244676
FDY01,OUT046,1947.3975257933384
FDT09,OUT018,1953.629151084326
DRH03,OUT027,2515.5545818262367
FDA36,OUT018,2999.284531401169
NCF31,OUT017,2501.886780410059
FDG14,OUT049,2480.066215185287
FDG28,OUT027,6314.122619239768
FDU14,OUT049,4078.212599668517
FDY47,OUT019,299.2914898337393
FDI56,OUT049,1364.572136691316
DRD01,OUT013,853.6299725286309
FDM22,OUT046,862.766667262411
FDH33,OUT013,626.5873189593799
DRZ24,OUT013,1965.469129556221
NCQ38,OUT046,1627.0743635332176
FDO16,OUT027,2298.4503354510675
FDU07,OUT027,3849.7650284814763
NCB07,OUT013,3007.6071122647195
FDU48,OUT045,2029.3727057049828
NCM43,OUT045,2636.258477330478
FDR31,OUT010,339.79940486959873
DRK49,OUT018,602.8782472652426
NCI30,OUT010,589.63213861546
DRD60,OUT017,3083.3173075866907
NCG19,OUT046,3743.60186819269
FDH12,OUT035,1626.7288623716986
FDM32,OUT035,1447.7160444769709
FDM27,OUT035,2551.404285918032
NCU53,OUT027,4315.2935465210585
NCQ18,OUT046,1576.8982878915692
FDS10,OUT013,2920.8163612710687
FDB33,OUT027,4029.60044968247
FDI12,OUT013,1348.1789035205145
NCW42,OUT013,3748.2680672955753
NCC06,OUT018,1941.7303077861186
FDW02,OUT017,2039.8321062325022
NCD43,OUT017,1626.9310080486187
FDM57,OUT018,1348.925150967989
FDA58,OUT017,3869.7550919940295
FDK56,OUT046,3143.39944983321
FDP52,OUT045,3834.2080131490134
FDW20,OUT018,1937.2341351283874
FDS52,OUT049,1621.2231815312628
NCT29,OUT018,1885.9742344103436
NCL54,OUT013,2881.782642732927
FDC05,OUT045,3050.0853082272865
FDF34,OUT035,3099.4676580263745
FDP03,OUT027,3288.5381073410113
FDD32,OUT010,195.3896224105075
FDZ10,OUT045,2060.5577673109074
FDZ40,OUT035,861.4265727923855
FDD51,OUT018,611.3666664827343
NCY30,OUT019,426.5864205617041
FDP58,OUT017,3684.356627564591
FDV49,OUT017,4209.578923281202
FDY24,OUT019,151.26968124073204
NCO55,OUT017,1628.6765180452226
FDR13,OUT017,1979.2114036994099
FDS51,OUT017,966.3714654549627
FDP26,OUT045,1624.8012664527516
NCB54,OUT027,3320.641941744291
FDF32,OUT017,3076.4563728135436
FDN31,OUT018,3014.8754045677306
DRM48,OUT017,609.8463039425086
FDN20,OUT049,2788.9797050880825
DRL01,OUT046,3799.628184922191
FDV56,OUT049,1629.0220192067418
DRH13,OUT027,2564.919969481483
FDA03,OUT017,2517.9463195070407
FDF47,OUT027,5691.786671691396
FDX32,OUT046,2514.3430059267016
FDX57,OUT049,1541.973506845357
NCA30,OUT045,2980.2188818606387
FDO49,OUT013,754.7346023650535
FDL04,OUT019,246.5330479586279
DRM48,OUT035,609.8463039425086
FDR16,OUT013,3615.6756525781316
NCC19,OUT018,3022.097118961107
NCE42,OUT045,3838.127314558213
FDY24,OUT017,859.3939883035669
FDH19,OUT049,2840.86012835303
FDJ46,OUT013,2851.4731705962545
FDN45,OUT010,602.6353528318467
FDY08,OUT035,2046.3847803603792
FDZ37,OUT035,1352.8456491719023
NCT30,OUT045,754.7346023650535
DRY23,OUT018,609.6214440871962
NCZ30,OUT018,1930.0074227261618
FDC44,OUT018,1815.582302061211
FDB45,OUT035,1627.0743635332176
FDY04,OUT013,2546.2981211034803
FDM27,OUT046,2586.246903607378
FDZ43,OUT017,3970.504574888165
FDT39,OUT019,364.47712833616913
NCC06,OUT019,300.8720243847406
FDL15,OUT027,3941.5195429304135
FDL57,OUT017,4175.481297911089
FDU08,OUT046,1570.5327366010415
FDK40,OUT017,4195.199999589228
FDQ12,OUT010,588.3000778011569
FDS48,OUT017,2525.4159578440995
FDP09,OUT045,3719.8459870126444
FDW21,OUT049,1578.8846740028373
FDY25,OUT035,3087.541706574667
DRE13,OUT017,1353.5015571796011
FDV43,OUT019,92.62838615871215
FDD22,OUT045,1749.4069756553713
FDM46,OUT019,236.8351809747791
NCO30,OUT010,465.0311876454527
FDM25,OUT046,2855.5833382877813
NCN41,OUT049,2030.5344421660564
FDU24,OUT045,1469.02868754564
FDZ50,OUT046,3147.9589113782913
FDP45,OUT013,4073.870913256061
NCM54,OUT045,2030.728304272115
FDW10,OUT019,412.3433006098084
FDP20,OUT017,2040.2893560130044
FDK32,OUT046,2514.3430059267016
FDN52,OUT049,1356.7303354509922
FDM58,OUT045,1743.2812647303138
FDZ46,OUT027,3084.418355423897
NCA18,OUT018,1832.7947498181345
FDD35,OUT046,2057.764689754026
NCK31,OUT035,754.7346023650535
FDI40,OUT027,2643.0246220135873
FDT50,OUT019,236.9601103594353
NCT06,OUT046,2597.2415631674185
FDT31,OUT035,3025.0166114357603
FDT45,OUT049,822.9784867653599
FDT13,OUT045,3064.369884207786
FDO50,OUT045,1370.9004432372387
NCU18,OUT010,275.51677198875115
NCR54,OUT049,3092.8347694522154
NCO18,OUT018,2856.6547184332794
FDU09,OUT045,862.1962466485354
FDT13,OUT018,3016.2270250435618
FDE09,OUT046,1767.4872033664576
NCK53,OUT019,248.8221985511987
FDG45,OUT049,3697.515235966295
DRH15,OUT035,675.8985876053863
FDO21,OUT019,581.2803226072589
FDD14,OUT027,5159.1834671535335
FDC09,OUT046,1627.0743635332176
FDH45,OUT027,1123.2004689565574
FDV32,OUT046,1048.9432432619628
FDG12,OUT035,2017.5413531182662
FDS32,OUT013,2069.385537691043
NCL55,OUT018,3657.608356388286
DRE01,OUT035,3873.8453998637997
DRE15,OUT049,1293.5211720481298
NCL42,OUT045,3932.9124112381587
FDP31,OUT013,1033.4075271474967
FDN33,OUT018,1449.2431930929833
FDZ59,OUT046,2549.3253242367077
FDE45,OUT010,417.0982949209748
FDJ07,OUT013,2002.7185754599695
FDQ45,OUT018,3018.308779849386
FDM33,OUT027,5553.279351704085
FDO15,OUT010,176.39171056592556
FDM46,OUT013,1455.7574766452108
FDR03,OUT045,3461.2394662403904
FDY49,OUT018,2618.6388673640804
FDQ60,OUT045,1970.8294954511518
FDW10,OUT049,2882.5826768251045
FDO51,OUT049,656.9829632909232
FDJ40,OUT018,1611.6065705207213
FDS20,OUT018,3037.619503911531
FDU45,OUT013,1833.2188357850264
FDV02,OUT035,2763.789340529726
FDN09,OUT046,3929.2782457227945
NCM55,OUT027,5182.1641336624725
FDN23,OUT018,2352.048959300728
FDY31,OUT010,343.04080131142575
FDW03,OUT010,222.43499309925144
FDD14,OUT046,3068.794275765995
FDV23,OUT017,2025.9392133140934
DRI03,OUT045,2866.06066718033
FDN13,OUT035,1580.9206838833773
FDF45,OUT027,1644.1775184349099
FDU46,OUT035,1350.4668177047781
FDB57,OUT049,3771.0379502129695
FDV12,OUT049,1582.1733009357629
FDQ58,OUT013,2445.7261146541114
NCA18,OUT017,1945.2193989799346
FDH52,OUT049,932.3658389362298
FDM24,OUT018,2349.195743309652
NCP43,OUT027,4924.905502901614
NCO18,OUT019,426.0360950839313
FDM32,OUT017,1382.6748440895515
NCL07,OUT017,613.3786476138234
FDK03,OUT013,4084.4239452411484
FDP59,OUT017,1623.0170260184036
FDQ24,OUT049,4070.9315563866026
FDQ16,OUT018,1612.8809319338834
FDU44,OUT013,2525.4971774903247
FDH28,OUT010,92.62838615871215
FDV28,OUT019,92.62838615871215
FDM22,OUT045,856.104132647175
FDR56,OUT046,3116.8491931142607
FDV39,OUT049,3113.561353126381
FDU37,OUT019,194.9939275216193
FDQ11,OUT010,582.8684991975354
FDX02,OUT045,3824.3484244853503
NCS42,OUT018,1443.4051561908605
FDY57,OUT027,2597.5373892349826
FDB21,OUT049,3848.8610534769855
FDE28,OUT017,3805.0396469617594
FDQ55,OUT017,1974.989097506427
FDA48,OUT049,3722.3949178434864
FDZ19,OUT045,2827.277741181807
NCC43,OUT045,3959.464538132925
NCV18,OUT046,1338.1094147509991
NCA42,OUT018,2425.298083863266
FDY45,OUT046,4087.737030714378
NCC30,OUT045,2922.4305677443435
FDM57,OUT013,1341.6931713074346
FDL09,OUT010,410.3665669323356
FDB09,OUT027,3283.971960367065
FDT44,OUT035,1985.4214839842007
NCT06,OUT027,4220.9583429352815
FDX26,OUT049,3137.4529911069494
FDK32,OUT013,2489.68944774602
DRA12,OUT046,2116.798179370393
FDO46,OUT010,495.79126369650044
FDE52,OUT013,1344.0143531833694
NCH42,OUT045,3847.1315835076034
FDV08,OUT035,630.6479013593649
FDB47,OUT018,3317.692431008169
FDC28,OUT010,238.89732171821998
FDD22,OUT046,1935.411410568115
FDS07,OUT027,3148.2801693636266
DRI13,OUT045,3737.353749058866
FDG32,OUT018,3315.387892695258
FDU14,OUT017,4100.590985955332
FDD28,OUT019,167.68620543724253
NCP41,OUT017,1642.8204881766746
FDS08,OUT049,2862.897857515574
FDX47,OUT045,2528.95283534004
FDC53,OUT019,248.6741537753274
FDQ19,OUT035,3931.442703157776
FDL14,OUT045,2493.1197654121606
FDM33,OUT019,590.8420868251976
FDA51,OUT045,1923.1960482871673
FDZ27,OUT018,738.8153394547188
FDT04,OUT046,624.8371892232594
DRC13,OUT049,2046.7078954758806
FDR16,OUT027,5535.921167700956
FDQ03,OUT027,6262.896666279172
FDE38,OUT035,2713.4156000521125
DRH23,OUT027,1595.9946022125996
FDT11,OUT019,502.2055812884671
FDD09,OUT035,3023.233791716327
FDR40,OUT045,1335.6044900140985
FDX07,OUT017,3058.915673413399
FDR07,OUT035,1551.0305911985163
FDA51,OUT017,1936.1037235920685
FDT59,OUT019,581.1825499892059
FDF20,OUT017,3106.9705907616653
FDR13,OUT045,1966.787824562055
FDY26,OUT049,3735.9823844666635
FDW04,OUT017,2034.2803644028445
FDK52,OUT017,3798.61558058486
FDN60,OUT049,2550.1382557738966
FDM09,OUT019,425.200859425552
FDP46,OUT049,1354.413836354888
FDB50,OUT019,195.05798039705923
NCQ29,OUT049,4068.5547544049473
FDP16,OUT027,6328.458224315208
FDX33,OUT018,2421.5689820096895
FDP07,OUT010,500.3778061365192
FDN22,OUT046,3935.7467260232634
FDF39,OUT049,4164.372444135926
FDS21,OUT017,934.4089369183619
NCM42,OUT013,1630.8062596410898
FDK50,OUT019,400.65740972299653
DRF13,OUT027,3957.3549799011357
FDH35,OUT018,2450.3028842870995
FDP60,OUT018,1559.338146330208
DRJ49,OUT027,3318.7652985931986
NCT42,OUT019,361.37956882789064
FDE38,OUT049,2695.4550582468537
FDI04,OUT049,3132.1926511631527
NCH54,OUT045,2568.449213516649
FDT56,OUT049,880.600275467088
DRD15,OUT018,3368.62275199422
FDV58,OUT013,2998.9293781354263
FDP21,OUT049,3157.9142725727165
FDH05,OUT013,3794.4957294330984
FDR10,OUT027,4171.702637999666
NCP06,OUT045,2516.551476855458
FDF33,OUT049,1630.8062596410898
DRK37,OUT013,3086.6832066739444
DRH49,OUT045,1332.40741851898
FDT58,OUT013,2649.502921943865
FDD41,OUT018,1605.309348748112
FDP40,OUT018,1673.90145921187
FDM51,OUT027,2551.1943432191124
FDO45,OUT010,197.64494409685227
FDW33,OUT010,218.54174586530667
FDY24,OUT045,857.1406578592733
FDB10,OUT010,591.4661609727973
FDM40,OUT035,2091.5775254733044
NCI06,OUT017,3082.624918199571
FDW12,OUT019,327.8778153560623
FDX48,OUT027,4002.0523670335037
NCW05,OUT027,2656.750248275959
FDX27,OUT017,1518.5614517573847
DRM37,OUT045,3046.5864157379415
FDA38,OUT045,3917.649867785184
FDR36,OUT046,620.6060797517944
FDZ45,OUT046,3140.6924602555914
FDG05,OUT017,2550.0830359447996
FDK28,OUT013,4159.842620090555
FDV47,OUT045,1349.6485776767838
FDN21,OUT045,2565.775977329285
FDP20,OUT027,3316.706935166885
FDI35,OUT045,3060.876234674813
DRY23,OUT013,629.0170093930691
FDA56,OUT017,2058.8721177184952
FDB09,OUT013,2020.0785870225975
NCO26,OUT027,3154.2869323736736
FDQ49,OUT018,2395.6858405556272
FDI52,OUT027,3283.971960367065
FDZ44,OUT027,3122.575646405508
FDZ09,OUT018,2459.05790268223
FDY03,OUT049,1930.186975288578
NCG42,OUT017,2053.3028340909354
DRI13,OUT027,5541.175069207708
FDQ32,OUT013,2034.0918781778275
FDW16,OUT035,1372.8280391561857
FDU27,OUT046,751.8677314446845
FDR28,OUT010,416.2110361261239
FDQ49,OUT010,374.46389318788636
FDS37,OUT046,1973.766943911667
FDW26,OUT018,3307.5260675611116
FDX12,OUT018,3503.036325074785
NCP06,OUT013,2472.6901271399915
FDW45,OUT010,344.6082679777958
NCN30,OUT049,1503.7901378888914
FDN24,OUT049,822.9784867653599
NCL41,OUT027,1123.2004689565574
FDR02,OUT019,280.577436425043
FDD09,OUT010,442.9354954283174
FDS33,OUT010,198.3808590950475
FDU22,OUT045,1998.9672349347488
FDI53,OUT013,2506.940789918972
DRH01,OUT049,2850.199809351088
FDX32,OUT013,2094.2089661478462
NCP30,OUT018,598.3961579291835
FDB60,OUT045,3055.2495563096854
FDB14,OUT049,1463.791196764953
NCP02,OUT035,864.2288311373542
FDJ10,OUT017,2041.4537030293939
FDG34,OUT046,1743.3392871161798
NCB18,OUT017,1356.470350732409
FDM16,OUT049,1149.2954541404836
FDW25,OUT018,1350.3624781186859
FDB35,OUT010,203.9240335173452
DRN11,OUT013,2102.272423310669
FDF41,OUT019,587.1291645524235
FDH16,OUT045,1357.867086701228
NCQ50,OUT018,3227.831644592256
DRH23,OUT018,873.1436021194868
DRJ37,OUT013,2449.711581498328
DRJ24,OUT027,5176.088260234801
FDY16,OUT035,3065.736591308326
FDQ27,OUT045,1626.9310080486187
FDZ33,OUT045,2492.908811676592
FDF29,OUT045,2063.1341272172776
FDA08,OUT049,2571.5763712265725
FDG31,OUT046,1045.704457788789
FDE34,OUT019,468.5090160372937
NCR30,OUT027,1780.2012057306501
FDV33,OUT035,4200.365931421755
DRZ24,OUT018,1923.5718556001852
NCL54,OUT035,2866.7255336636676
FDR12,OUT049,2908.7712132457823
NCC54,OUT046,3847.507196091906
DRN59,OUT013,749.9538824168521
FDX50,OUT019,276.1553373782818
FDV31,OUT027,4928.707471489736
NCA29,OUT027,4662.190127194687
FDW60,OUT049,2954.944977487736
FDX08,OUT017,3138.0803090256954
DRD49,OUT013,3812.3424450399675
FDD33,OUT046,3764.2091808164823
FDW35,OUT013,623.8096269975309
FDJ36,OUT017,1624.8012664527516
FDV51,OUT035,2697.4870161844174
FDW36,OUT046,1630.6041139641695
FDH35,OUT046,2576.184226758416
NCS30,OUT027,3341.054285079884
FDN49,OUT017,619.3567272056757
FDL08,OUT018,3498.706211795999
FDI09,OUT013,3849.5800754523184
FDP19,OUT018,1914.0030789284772
FDU21,OUT010,92.62838615871215
NCP41,OUT045,1629.0220192067418
FDY10,OUT013,1842.73603790692
FDP12,OUT018,582.579994708491
NCN26,OUT049,1971.0431197619314
FDK44,OUT013,2822.711901552653
FDC28,OUT049,1642.4749870151554
FDJ41,OUT027,6329.616742274122
NCT29,OUT035,2026.177424880251
NCH42,OUT019,584.0166664599026
FDU60,OUT018,2559.297378218121
FDS02,OUT045,3076.3441342730766
FDC51,OUT046,2063.5991487544093
FDU03,OUT013,3048.7723015058455
FDX39,OUT045,3760.077084174712
NCY05,OUT010,92.62838615871215
NCL06,OUT027,6262.896666279172
FDD32,OUT035,1290.6210451715153
NCN41,OUT045,2023.7302427436696
NCX53,OUT049,2125.2164409896623
FDU57,OUT019,350.25454547386204
FDQ23,OUT046,1628.8586039675656
FDQ52,OUT045,3990.8822124072267
FDC14,OUT045,623.9047045374114
FDY09,OUT035,2939.0633663192943
FDQ28,OUT045,2536.946810764993
FDV25,OUT046,3756.1713959318568
FDJ07,OUT035,1987.0146716084712
DRB25,OUT049,1624.8012664527516
FDK52,OUT019,592.1016980669957
FDY52,OUT027,1721.6868695707456
FDB28,OUT046,3113.9771580225142
FDT36,OUT035,605.3375319806596
FDV25,OUT017,3825.812812835829
NCN07,OUT027,3341.320019878791
FDC57,OUT017,3051.4033597168773
FDQ03,OUT018,3430.6860875802176
FDU23,OUT017,2738.834035219326
NCX41,OUT035,3707.8797704390677
NCD06,OUT035,751.8677314446845
FDW08,OUT045,1628.6765180452226
NCU29,OUT017,2495.634338511685
NCE06,OUT013,2494.1421707511968
FDV52,OUT010,265.8885380230391
FDB02,OUT017,2932.0063137090433
NCR18,OUT045,636.9018957167522
FDK16,OUT049,1503.3945915343027
NCQ29,OUT010,592.0660506211128
FDZ01,OUT019,248.1982080020832
FDW27,OUT035,2540.5751534136325
FDD17,OUT018,3445.482393303024
FDW39,OUT013,2888.9844975165493
DRH59,OUT045,1079.4580946740673
FDS52,OUT013,1626.9310080486187
FDU40,OUT027,5512.407035742858
NCF54,OUT013,2810.018466219355
FDH46,OUT045,1626.9310080486187
NCP14,OUT049,1624.8012664527516
FDH50,OUT049,3130.8826291550004
DRF15,OUT010,364.34087105623536
FDV27,OUT027,2377.740935748763
NCJ06,OUT049,2035.2509046198552
FDN02,OUT018,3217.8303072273593
FDQ51,OUT049,748.2228024168521
FDQ07,OUT017,3787.4880598044565
FDS45,OUT049,1626.9310080486187
NCJ06,OUT045,2040.7167313238288
FDD36,OUT035,1990.8046093409937
FDY25,OUT045,3075.065422479222
FDU52,OUT046,2478.6111778372033
DRK47,OUT017,3857.2488013241305
NCL30,OUT017,2040.2893560130044
FDN22,OUT035,3978.8887412204203
NCF30,OUT027,3314.283166142939
FDK03,OUT035,4138.586913796804
FDT45,OUT017,858.4807523292989
