Item_Identifier,Outlet_Identifier,Item_Outlet_Sales_GBM
DRF60,OUT027,5833.954113941563
FDC09,OUT035,1827.6701295682599
FDF50,OUT018,2975.7205774825875
FDG28,OUT035,3848.9695137481704
NCE19,OUT017,871.2500034565685
NCM53,OUT010,212.76328312676293
NCN18,OUT049,1718.4321187145479
FDF32,OUT035,3401.107016961043
FDF11,OUT013,3873.203952528521
DRI59,OUT049,3964.332301116584
NCG54,OUT035,3076.708305836025
FDM44,OUT046,1721.188965610924
FDT57,OUT018,2667.7915656809823
FDV24,OUT046,2397.845960740056
FDI50,OUT019,644.9910867305157
FDS09,OUT035,706.4281964138917
NCC31,OUT027,4085.3197526214935
FDQ07,OUT019,427.3300137631255
FDC22,OUT017,2942.9755538243526
FDZ56,OUT046,2671.0613116213367
FDZ40,OUT019,167.96363356243344
FDS46,OUT027,2958.769772685362
DRD24,OUT045,1999.8286860993614
FDV45,OUT017,3236.624688154459
FDL26,OUT045,2704.5524675387087
FDA56,OUT018,1730.9783839146032
FDN27,OUT046,1833.1338986793808
FDM20,OUT049,4278.295113544791
FDO16,OUT017,1471.35165460416
FDL03,OUT035,3479.3238742338413
FDE58,OUT046,1923.8147443386345
FDI02,OUT027,3147.6801355479033
NCC55,OUT019,154.56488654109998
FDR03,OUT018,3022.6208886773406
FDB14,OUT017,1355.7905897671899
FDR45,OUT013,3846.895410874397
NCN07,OUT017,2176.905231157616
FDM51,OUT019,247.5353564105527
FDT52,OUT027,6174.810206053438
FDL26,OUT046,2498.3852602469533
NCZ42,OUT046,3564.858195822986
DRI47,OUT019,405.5320261819968
FDW40,OUT013,2274.8130043636465
FDN34,OUT046,3077.78987042106
FDS01,OUT035,3169.712757217364
NCG55,OUT045,1795.9665639798268
FDC11,OUT035,1283.6161559802485
FDX35,OUT018,3091.892200448551
NCB06,OUT046,2423.3630071226853
FDR09,OUT019,564.8787864077711
FDC53,OUT017,1547.329362561584
FDY45,OUT013,4450.390222421315
FDA22,OUT010,556.766600663503
FDE02,OUT035,1509.9964466444667
FDW21,OUT045,1709.9065382568735
FDV34,OUT046,1156.0937189446677
FDS59,OUT049,1717.1353653375452
NCW17,OUT017,2056.056134630262
NCK54,OUT046,1994.6071914067672
FDG17,OUT019,435.0048648876634
FDG35,OUT017,3065.0366260399765
FDD08,OUT010,119.93537323357032
NCO07,OUT017,3767.85899586574
FDJ10,OUT010,147.74102321237382
FDW36,OUT017,1682.2435705298851
FDW21,OUT010,261.5732562505577
FDY19,OUT017,1944.0125208583286
DRE03,OUT013,741.5783004418859
NCC55,OUT049,616.7150940496616
FDH52,OUT010,188.0319299012064
FDO09,OUT017,4246.778584618493
FDU43,OUT045,3857.6393541182338
FDX09,OUT010,397.56611649724437
FDH40,OUT019,227.7739969532674
FDW58,OUT017,1818.2077694414963
FDC47,OUT017,4337.429021057593
NCR41,OUT035,1506.0954571855132
DRG49,OUT035,4905.088933585202
FDC52,OUT027,4279.764701772255
FDY13,OUT046,1202.13163834843
FDY35,OUT013,643.4227453788355
FDI35,OUT017,3458.052404472483
NCU18,OUT049,2140.0407532151953
FDY33,OUT018,2352.3948639221812
FDC15,OUT027,4008.1538572764066
FDU01,OUT049,3708.9203690668037
NCU42,OUT046,2762.2173441395425
NCV29,OUT018,2759.8812614758103
NCY30,OUT017,2902.6630603666968
FDQ46,OUT049,1944.7714838069674
FDG58,OUT027,3734.348379288515
FDK33,OUT017,3869.325853791685
NCD07,OUT045,1629.2568446534117
NCX29,OUT027,3668.5121681548335
NCT42,OUT013,2286.2108862291043
DRN59,OUT035,743.7048769332756
FDI44,OUT035,1223.9672591511176
FDA45,OUT049,2162.132795613799
FDP31,OUT045,764.4912051278025
FDY01,OUT046,1946.110045186419
FDT09,OUT018,1736.0284339536881
DRH03,OUT027,2324.1376140741
FDA36,OUT018,2368.2400706932112
NCF31,OUT017,2398.5461079015186
FDG14,OUT049,2388.4941497359337
FDG28,OUT027,6019.32519063233
FDU14,OUT049,4111.329582707147
FDY47,OUT019,249.74456440568903
FDI56,OUT049,1432.4717343347747
DRD01,OUT013,761.1493945688879
FDM22,OUT046,876.1374624013927
FDH33,OUT013,664.3626599053654
DRZ24,OUT013,2042.1545330022232
NCQ38,OUT046,1730.0707724796189
FDO16,OUT027,2183.3598547130464
FDU07,OUT027,3960.5641039496672
NCB07,OUT013,2779.0884428987865
FDU48,OUT045,2058.822286897953
NCM43,OUT045,2598.6550343007416
FDR31,OUT010,383.70294928346516
DRK49,OUT018,531.1228189919699
NCI30,OUT010,603.3521750287734
DRD60,OUT017,3434.997771319188
NCG19,OUT046,3504.5430023896442
FDH12,OUT035,1578.0556798939174
FDM32,OUT035,1441.7070789257639
FDM27,OUT035,2606.961361177435
NCU53,OUT027,4666.262700761817
NCQ18,OUT046,1606.8230073240077
FDS10,OUT013,2756.0618303239094
FDB33,OUT027,4129.037319631272
FDI12,OUT013,1425.1656311023146
NCW42,OUT013,3708.8227385859836
NCC06,OUT018,1682.3731952689022
FDW02,OUT017,2626.9860566917323
NCD43,OUT017,1704.4043086800434
FDM57,OUT018,1066.2752351443721
FDA58,OUT017,3357.5261048516472
FDK56,OUT046,3164.701250405179
FDP52,OUT045,3656.7720057886
FDW20,OUT018,1889.9775199446583
FDS52,OUT049,1611.278510137787
NCT29,OUT018,1609.0555774770237
NCL54,OUT013,2963.889480475306
FDC05,OUT045,2740.147462066211
FDF34,OUT035,2528.4056239940405
FDP03,OUT027,3491.818133867354
FDD32,OUT010,228.69763725538564
FDZ10,OUT045,2297.225061341565
FDZ40,OUT035,975.2811003635588
FDD51,OUT018,591.099240916045
NCY30,OUT019,495.5972562820765
FDP58,OUT017,3407.8669513038917
FDV49,OUT017,4596.2362201475125
FDY24,OUT019,174.11142503332132
NCO55,OUT017,1696.9372805534836
FDR13,OUT017,1935.6773248366412
FDS51,OUT017,1005.7140288872255
FDP26,OUT045,1679.0655994580416
NCB54,OUT027,3685.140396253521
FDF32,OUT017,3539.419942912062
FDN31,OUT018,2615.042079135555
DRM48,OUT017,638.2943209278299
FDN20,OUT049,2769.086477932408
DRL01,OUT046,3137.196891851353
FDV56,OUT049,1732.4301683818069
DRH13,OUT027,2602.6444314560295
FDA03,OUT017,2369.3033935375893
FDF47,OUT027,5886.296522889789
FDX32,OUT046,2671.0401198180643
FDX57,OUT049,1535.1677907158873
NCA30,OUT045,2839.8720930952572
FDO49,OUT013,716.9442368514337
FDL04,OUT019,247.49336080676457
DRM48,OUT035,656.5370453227073
FDR16,OUT013,3661.211612620569
NCC19,OUT018,2837.1700955771075
NCE42,OUT045,2657.0839244892113
FDY24,OUT017,1026.1642261221355
FDH19,OUT049,2579.6519056410443
FDJ46,OUT013,2565.643521431034
FDN45,OUT010,359.9054517214382
FDY08,OUT035,2163.745230401973
FDZ37,OUT035,1525.3310495709175
NCT30,OUT045,773.3322351736033
DRY23,OUT018,622.8265618882452
NCZ30,OUT018,1681.202098288926
FDC44,OUT018,1584.5966679675726
FDB45,OUT035,1609.1702708912567
FDY04,OUT013,2416.0125647672266
FDM27,OUT046,2584.2323338120473
FDZ43,OUT017,4000.2777971181526
FDT39,OUT019,389.44211211678817
NCC06,OUT019,240.01140880868735
FDL15,OUT027,4145.01896675259
FDL57,OUT017,5073.16274763985
FDU08,OUT046,1629.1432973525395
FDK40,OUT017,4225.933424465411
FDQ12,OUT010,633.2532356864945
FDS48,OUT017,2756.947209482277
FDP09,OUT045,3837.772035259838
FDW21,OUT049,1587.5669989784672
FDY25,OUT035,3786.3205594286387
DRE13,OUT017,1372.5220108575859
FDV43,OUT019,158.71336745752498
FDD22,OUT045,1764.0879340825093
FDM46,OUT019,232.38073305258422
NCO30,OUT010,462.88160083501356
FDM25,OUT046,2769.2075922280383
NCN41,OUT049,2086.752563662011
FDU24,OUT045,1482.0318555579365
FDZ50,OUT046,3317.202706967782
FDP45,OUT013,3988.888049651065
NCM54,OUT045,1915.6666565142082
FDW10,OUT019,461.5242977794853
FDP20,OUT017,2011.5774824201671
FDK32,OUT046,2559.392319743254
FDN52,OUT049,1328.0801893493328
FDM58,OUT045,2009.5609360408512
FDZ46,OUT027,3060.647657065997
NCA18,OUT018,1576.3463430505928
FDD35,OUT046,2119.4294499492876
NCK31,OUT035,865.7692278051213
FDI40,OUT027,2813.929721402758
FDT50,OUT019,228.20815730708625
NCT06,OUT046,2565.815445324409
FDT31,OUT035,3198.486317214314
FDT45,OUT049,830.941594973909
FDT13,OUT045,2685.9289201940887
FDO50,OUT045,1415.5504228868454
NCU18,OUT010,258.97851459610894
NCR54,OUT049,3477.6958421102836
NCO18,OUT018,2750.7611627126603
FDU09,OUT045,845.6113176725441
FDT13,OUT018,2498.554846372054
FDE09,OUT046,1764.6547902617003
NCK53,OUT019,268.7241191009932
FDG45,OUT049,3838.9877936250423
DRH15,OUT035,626.3370783245873
FDO21,OUT019,600.5809967163697
FDD14,OUT027,5503.880839891795
FDC09,OUT046,1728.555169154171
FDH45,OUT027,972.9754681358016
FDV32,OUT046,1054.162247447267
FDG12,OUT035,1899.6527552087246
FDS32,OUT013,2157.2401735589838
NCL55,OUT018,3069.1854496834885
DRE01,OUT035,4103.125824654785
DRE15,OUT049,1297.8323239718188
NCL42,OUT045,4466.123012378578
FDP31,OUT013,996.8251778529668
FDN33,OUT018,1313.937744910574
FDZ59,OUT046,2666.325958233353
FDE45,OUT010,370.94107318906924
FDJ07,OUT013,1781.5727350498519
FDQ45,OUT018,2607.843768628699
FDM33,OUT027,5092.303283971984
FDO15,OUT010,219.3364874525961
FDM46,OUT013,1517.062892556496
FDR03,OUT045,3329.015217192365
FDY49,OUT018,2330.9200089983674
FDQ60,OUT045,1922.322454019212
FDW10,OUT049,2407.7055879540853
FDO51,OUT049,642.7236656063736
FDJ40,OUT018,1380.2641643009451
FDS20,OUT018,2862.9077336694645
FDU45,OUT013,1897.830009984977
FDV02,OUT035,3103.464518384068
FDN09,OUT046,4011.11309073278
NCM55,OUT027,4628.535515541698
FDN23,OUT018,2128.0668968618606
FDY31,OUT010,305.04508105530783
FDW03,OUT010,420.30170693594556
FDD14,OUT046,2882.5932871754976
FDV23,OUT017,2113.778455873297
DRI03,OUT045,2635.576876299948
FDN13,OUT035,1341.6138432516696
FDF45,OUT027,1684.163656975114
FDU46,OUT035,1412.1432923807024
FDB57,OUT049,3667.2487860481847
FDV12,OUT049,1699.3820107800489
FDQ58,OUT013,2253.3615142546782
NCA18,OUT017,1772.6201567019496
FDH52,OUT049,973.1480848889053
FDM24,OUT018,2160.340660293088
NCP43,OUT027,4606.810356881704
NCO18,OUT019,514.4926493257854
FDM32,OUT017,1372.7812588289792
NCL07,OUT017,642.3765612811302
FDK03,OUT013,4810.778480231715
FDP59,OUT017,1581.989095421222
FDQ24,OUT049,4191.194017863449
FDQ16,OUT018,1542.8815154005558
FDU44,OUT013,2486.4437352622494
FDH28,OUT010,140.05629762137124
FDV28,OUT019,129.08014769086174
FDM22,OUT045,866.8670764779264
FDR56,OUT046,3168.7237744184954
FDV39,OUT049,2871.1537263737846
FDU37,OUT019,219.6476860816988
FDQ11,OUT010,801.282092762535
FDX02,OUT045,3588.5980955822624
NCS42,OUT018,1204.502638772321
FDY57,OUT027,2709.0049375167146
FDB21,OUT049,4055.2184205874305
FDE28,OUT017,3461.037449616886
FDQ55,OUT017,2225.505598645057
FDA48,OUT049,3753.197164985826
FDZ19,OUT045,2298.0508832989403
NCC43,OUT045,3366.714947666705
NCV18,OUT046,1420.269331201586
NCA42,OUT018,2504.0943334356693
FDY45,OUT046,3675.8835507921503
NCC30,OUT045,2711.8431092242326
FDM57,OUT013,1311.2458735856326
FDL09,OUT010,445.21163887817414
FDB09,OUT027,3429.7071048981174
FDT44,OUT035,2034.7445133539304
NCT06,OUT027,4094.7287813797852
FDX26,OUT049,3612.3821976434033
FDK32,OUT013,2313.969498753741
DRA12,OUT046,2284.7654547437014
FDO46,OUT010,351.1071682746117
FDE52,OUT013,1264.8925541594147
NCH42,OUT045,4313.733038179442
FDV08,OUT035,621.9741981725199
FDB47,OUT018,2891.938391052675
FDC28,OUT010,264.38822954028586
FDD22,OUT046,1960.6354119103726
FDS07,OUT027,3339.7344334166655
DRI13,OUT045,3434.702231933145
FDG32,OUT018,3614.8306450466125
FDU14,OUT017,3981.604023275728
FDD28,OUT019,184.2529226223313
NCP41,OUT017,1777.9325710617366
FDS08,OUT049,2456.6715676411286
FDX47,OUT045,2272.8496740317473
FDC53,OUT019,249.3731431064373
FDQ19,OUT035,3865.9211106449784
FDL14,OUT045,2261.6306730179763
FDM33,OUT019,431.94504747577923
FDA51,OUT045,1815.111141427905
FDZ27,OUT018,535.7845492601238
FDT04,OUT046,633.348818881962
DRC13,OUT049,2124.0545323178794
FDR16,OUT027,4559.98696090992
FDQ03,OUT027,6127.542378995631
FDE38,OUT035,2844.3257032580377
DRH23,OUT027,1783.2101420544557
FDT11,OUT019,549.8306171689376
FDD09,OUT035,3630.9855661479733
FDR40,OUT045,1311.4400765847276
FDX07,OUT017,3648.5181828452082
FDR07,OUT035,1433.7544448289434
FDA51,OUT017,2036.4364303383677
FDT59,OUT019,528.7913411248516
FDF20,OUT017,3213.041819227575
FDR13,OUT045,1896.194310733218
FDY26,OUT049,4404.070287059748
FDW04,OUT017,2185.0043580671063
FDK52,OUT017,4201.7383255224395
FDN60,OUT049,2867.9965711526715
FDM09,OUT019,421.8020545600228
FDP46,OUT049,1359.8213025531602
FDB50,OUT019,236.9099701256415
NCQ29,OUT049,3846.581388313841
FDP16,OUT027,6750.186644884264
FDX33,OUT018,2227.3523182348977
FDP07,OUT010,343.7022175648368
FDN22,OUT046,3552.411855643372
FDF39,OUT049,4400.846595776437
FDS21,OUT017,880.0326191631264
NCM42,OUT013,1692.2767450767378
FDK50,OUT019,454.656636860747
DRF13,OUT027,3633.498575320858
FDH35,OUT018,2121.042890190656
FDP60,OUT018,1277.9497722976523
DRJ49,OUT027,3122.5015771467383
NCT42,OUT019,385.2449295187154
FDE38,OUT049,2610.148633878005
FDI04,OUT049,3200.4486300664635
NCH54,OUT045,2439.418053280425
FDT56,OUT049,931.927213506858
DRD15,OUT018,2934.1607037696363
FDV58,OUT013,2196.480742012387
FDP21,OUT049,3779.9718833476772
FDH05,OUT013,3739.036379211921
FDR10,OUT027,4319.088845851131
NCP06,OUT045,1947.849905755878
FDF33,OUT049,1794.6604518406457
DRK37,OUT013,2897.697229714957
DRH49,OUT045,1275.4995277007542
FDT58,OUT013,2566.1383774490178
FDD41,OUT018,1399.9518304481367
FDP40,OUT018,1908.191671418073
FDM51,OUT027,2696.855864821027
FDO45,OUT010,237.33831033784543
FDW33,OUT010,266.94306424390265
FDY24,OUT045,1171.7204596340896
FDB10,OUT010,545.7356938349693
FDM40,OUT035,2037.4294093839499
NCI06,OUT017,3214.8850586509166
FDW12,OUT019,399.28929046692514
FDX48,OUT027,3935.590163796083
NCW05,OUT027,2662.574303852544
FDX27,OUT017,1421.1413263631937
DRM37,OUT045,2985.5036430381715
FDA38,OUT045,4028.134769594952
FDR36,OUT046,699.8175410471301
FDZ45,OUT046,3259.826351211043
FDG05,OUT017,2580.563856746869
FDK28,OUT013,5246.23694527971
FDV47,OUT045,1387.929634308901
FDN21,OUT045,2488.092041234909
FDP20,OUT027,3413.294652402368
FDI35,OUT045,2755.075580083101
DRY23,OUT013,687.7200312370794
FDA56,OUT017,1981.2383458723534
FDB09,OUT013,1997.052514976244
NCO26,OUT027,2813.8936552768037
FDQ49,OUT018,2231.13250183191
FDI52,OUT027,3227.7723820524234
FDZ44,OUT027,2907.3635832898426
FDZ09,OUT018,2412.2093469798137
FDY03,OUT049,1942.4888436708202
NCG42,OUT017,2259.049453171136
DRI13,OUT027,5649.923013737165
FDQ32,OUT013,2051.726729740093
FDW16,OUT035,1581.5314388120782
FDU27,OUT046,703.2344477995237
FDR28,OUT010,448.8571053541061
FDQ49,OUT010,510.8073830966531
FDS37,OUT046,1912.4801755452806
FDW26,OUT018,3093.858363660895
FDX12,OUT018,3291.0743530908603
NCP06,OUT013,2290.436797936214
FDW45,OUT010,360.9540322473905
NCN30,OUT049,1535.6699818438024
FDN24,OUT049,903.2557348840671
NCL41,OUT027,979.8656339069415
FDR02,OUT019,249.3731431064373
FDD09,OUT010,569.7238395925
FDS33,OUT010,180.34900977576066
FDU22,OUT045,1861.9244649385255
FDI53,OUT013,2284.450354025785
DRH01,OUT049,2828.2945696274664
FDX32,OUT013,2310.7174543114243
NCP30,OUT018,537.7489926649195
FDB60,OUT045,2562.4664948823824
FDB14,OUT049,1406.813651209759
NCP02,OUT035,954.8306929028204
FDJ10,OUT017,2237.1549467185564
FDG34,OUT046,1779.0730366001635
NCB18,OUT017,1403.1516566075597
FDM16,OUT049,1154.800287266902
FDW25,OUT018,1493.3621206877472
FDB35,OUT010,239.87398854225893
DRN11,OUT013,2025.4117379503637
FDF41,OUT019,588.8198248649898
FDH16,OUT045,1314.835206780423
NCQ50,OUT018,3482.7420746944695
DRH23,OUT018,689.4728689399714
DRJ37,OUT013,2184.6848470894497
DRJ24,OUT027,4984.963412122343
FDY16,OUT035,3197.807906177525
FDQ27,OUT045,2036.596916840357
FDZ33,OUT045,2347.334478443016
FDF29,OUT045,2179.7101027721446
FDA08,OUT049,2570.994613744716
FDG31,OUT046,1120.166685380921
FDE34,OUT019,406.8392859008242
NCR30,OUT027,1909.0150133472312
FDV33,OUT035,3818.2774025678827
DRZ24,OUT018,1429.7277895192365
NCL54,OUT035,2983.233843983884
FDR12,OUT049,2865.2088953907223
NCC54,OUT046,3881.9780829489255
DRN59,OUT013,763.1499676252661
FDX50,OUT019,250.44158399393757
FDV31,OUT027,4743.675965579233
NCA29,OUT027,4492.540606331344
FDW60,OUT049,2800.9121247715602
FDX08,OUT017,3586.486475324508
DRD49,OUT013,3943.3705710563745
FDD33,OUT046,3569.7173154386815
FDW35,OUT013,685.5218744298742
FDJ36,OUT017,1701.0318268198423
FDV51,OUT035,3434.20426724759
FDW36,OUT046,1678.3025064605372
FDH35,OUT046,2280.6411472120076
NCS30,OUT027,3144.070707452878
FDN49,OUT017,575.6705369720166
FDL08,OUT018,2967.567445297057
FDI09,OUT013,3646.2947092537693
FDP19,OUT018,1818.8687510865223
FDU21,OUT010,25.862881194435346
NCP41,OUT045,1545.1562396117342
FDY10,OUT013,1839.528174448858
FDP12,OUT018,565.1707234295486
NCN26,OUT049,1892.742812536946
FDK44,OUT013,2845.7263620983385
FDC28,OUT049,1617.1214185762688
FDJ41,OUT027,6169.907830795714
NCT29,OUT035,2096.0890062291264
NCH42,OUT019,554.9006599637519
FDU60,OUT018,2505.3514740567825
FDS02,OUT045,3438.0586186225323
FDC51,OUT046,2046.6869710314452
FDU03,OUT013,3318.202680984831
FDX39,OUT045,3713.4398037102164
NCY05,OUT010,146.3426810352675
NCL06,OUT027,6025.200931963655
FDD32,OUT035,1372.6273324500992
NCN41,OUT045,2075.4067188526237
NCX53,OUT049,2356.9766242473424
FDU57,OUT019,376.69038128933323
FDQ23,OUT046,1773.3441212717598
FDQ52,OUT045,5103.919258327827
FDC14,OUT045,665.2779513065382
FDY09,OUT035,3616.86043735443
FDQ28,OUT045,2629.3675729683982
FDV25,OUT046,3943.6301650721475
FDJ07,OUT035,1893.3615483830488
DRB25,OUT049,1758.4562000119029
FDK52,OUT019,641.8881152234073
FDY52,OUT027,1693.634777263563
FDB28,OUT046,3512.1872679066846
FDT36,OUT035,568.9847721813908
FDV25,OUT017,3991.280720315255
NCN07,OUT027,3412.844174078799
FDC57,OUT017,3150.7549731675826
FDQ03,OUT018,3080.9421992093085
FDU23,OUT017,2877.470122414106
NCX41,OUT035,3220.02048228507
NCD06,OUT035,762.0263376499761
FDW08,OUT045,1696.9335611007748
NCU29,OUT017,2691.179558570978
NCE06,OUT013,2323.307894805615
FDV52,OUT010,287.75685561123316
FDB02,OUT017,2754.4592971791617
NCR18,OUT045,636.472273412045
FDK16,OUT049,1465.585676736696
NCQ29,OUT010,796.563249514043
FDZ01,OUT019,249.3731431064373
FDW27,OUT035,2156.3655961053028
FDD17,OUT018,3233.439315870941
FDW39,OUT013,2719.953334574476
DRH59,OUT045,1128.5276396617567
FDS52,OUT013,1569.510907944146
FDU40,OUT027,5437.834214995392
NCF54,OUT013,2660.6626573853982
FDH46,OUT045,1568.1678092795714
NCP14,OUT049,1853.5402236609161
FDH50,OUT049,3942.426983888137
DRF15,OUT010,269.93460029915633
FDV27,OUT027,2363.0001775990795
NCJ06,OUT049,2105.146978275778
FDN02,OUT018,3207.5424472851755
FDQ51,OUT049,771.6362891142213
FDQ07,OUT017,4536.805425068084
FDS45,OUT049,1681.1567298239918
NCJ06,OUT045,2099.6975184623134
FDD36,OUT035,2104.0493663525695
FDY25,OUT045,3032.859664244757
FDU52,OUT046,2441.516952570327
DRK47,OUT017,4294.030737061008
NCL30,OUT017,2080.1671047263235
FDN22,OUT035,3728.3370830670583
NCF30,OUT027,3296.5414226238427
FDK03,OUT035,4832.804247808727
FDT45,OUT017,848.126501688093
NCC54,OUT027,6296.6699033966415
FDP08,OUT018,3219.118161650156
