Item_Identifier,Outlet_Identifier,Item_Outlet_Sales_DT
NCC06,OUT019,207.13050352504638
FDL15,OUT027,5041.82149744681
FDL57,OUT017,4125.174474540679
FDU08,OUT046,1559.9736407643309
FDK40,OUT017,4125.174474540679
FDQ12,OUT010,471.30684669117664
FDS48,OUT017,2432.6625807321766
FDP09,OUT045,3805.948604166664
FDW21,OUT049,1559.9736407643309
FDY25,OUT035,3190.643467582416
DRE13,OUT017,1349.512904332131
FDV43,OUT019,207.13050352504638
FDD22,OUT045,1673.9839872860634
FDM46,OUT019,207.13050352504638
NCO30,OUT010,471.30684669117664
FDM25,OUT046,2843.5697892156873
NCN41,OUT049,2117.4513803278655
FDU24,OUT045,1349.512904332131
FDZ50,OUT046,3190.643467582416
FDP45,OUT013,4125.174474540679
NCM54,OUT045,2117.4513803278655
FDW10,OUT019,471.30684669117664
FDP20,OUT017,2117.4513803278655
FDK32,OUT046,2432.6625807321766
FDN52,OUT049,1349.512904332131
FDM58,OUT045,1673.9839872860634
FDZ46,OUT027,2846.400822516556
NCA18,OUT018,1892.0661445161286
FDD35,OUT046,2006.47074231975
NCK31,OUT035,790.3307954098356
FDI40,OUT027,2846.400822516556
FDT50,OUT019,207.13050352504638
NCT06,OUT046,2633.839843902438
FDT31,OUT035,3190.643467582416
FDT45,OUT049,1068.506765834932
FDT13,OUT045,3190.643467582416
FDO50,OUT045,1349.512904332131
NCU18,OUT010,207.13050352504638
NCR54,OUT049,3011.5252991596612
NCO18,OUT018,2843.5697892156873
FDU09,OUT045,1068.506765834932
FDT13,OUT018,3190.643467582416
FDE09,OUT046,1673.9839872860634
NCK53,OUT019,207.13050352504638
FDG45,OUT049,3805.948604166664
DRH15,OUT035,790.3307954098356
FDO21,OUT019,471.30684669117664
FDD14,OUT027,5041.82149744681
FDC09,OUT046,1673.9839872860634
FDH45,OUT027,646.0888157894741
FDV32,OUT046,1068.506765834932
FDG12,OUT035,1892.0661445161286
FDS32,OUT013,2117.4513803278655
NCL55,OUT018,4125.174474540679
DRE01,OUT035,3549.850947508306
DRE15,OUT049,1349.512904332131
NCL42,OUT045,3805.948604166664
FDP31,OUT013,1068.506765834932
FDN33,OUT018,1349.512904332131
FDZ59,OUT046,2633.839843902438
FDE45,OUT010,471.30684669117664
FDJ07,OUT013,1892.0661445161286
FDQ45,OUT018,3190.643467582416
FDM33,OUT027,5041.82149744681
FDO15,OUT010,207.13050352504638
FDM46,OUT013,1349.512904332131
FDR03,OUT045,3805.948604166664
FDY49,OUT018,2633.839843902438
FDQ60,OUT045,1892.0661445161286
FDW10,OUT049,2843.5697892156873
FDO51,OUT049,790.3307954098356
FDJ40,OUT018,1673.9839872860634
FDS20,OUT018,3190.643467582416
FDU45,OUT013,1892.0661445161286
FDV02,OUT035,2633.839843902438
FDN09,OUT046,3805.948604166664
NCM55,OUT027,5041.82149744681
FDN23,OUT018,2432.6625807321766
FDY31,OUT010,471.30684669117664
FDW03,OUT010,207.13050352504638
FDD14,OUT046,3190.643467582416
FDV23,OUT017,2006.47074231975
DRI03,OUT045,2843.5697892156873
FDN13,OUT035,1559.9736407643309
FDF45,OUT027,1068.506765834932
FDU46,OUT035,1349.512904332131
FDB57,OUT049,3805.948604166664
FDV12,OUT049,1559.9736407643309
FDQ58,OUT013,2432.6625807321766
NCA18,OUT017,1892.0661445161286
FDH52,OUT049,1068.506765834932
FDM24,OUT018,2432.6625807321766
NCP43,OUT027,5041.82149744681
NCO18,OUT019,471.30684669117664
FDM32,OUT017,1349.512904332131
NCL07,OUT017,646.0888157894741
FDK03,OUT013,4125.174474540679
FDP59,OUT017,1673.9839872860634
FDQ24,OUT049,4125.174474540679
FDQ16,OUT018,1673.9839872860634
FDU44,OUT013,2633.839843902438
FDH28,OUT010,207.13050352504638
FDV28,OUT019,207.13050352504638
FDM22,OUT045,1068.506765834932
FDR56,OUT046,3011.5252991596612
FDV39,OUT049,3011.5252991596612
FDU37,OUT019,207.13050352504638
FDQ11,OUT010,471.30684669117664
FDX02,OUT045,3805.948604166664
NCS42,OUT018,1349.512904332131
FDY57,OUT027,2846.400822516556
FDB21,OUT049,3549.850947508306
FDE28,OUT017,3549.850947508306
FDQ55,OUT017,1892.0661445161286
FDA48,OUT049,3549.850947508306
FDZ19,OUT045,2843.5697892156873
NCC43,OUT045,4125.174474540679
NCV18,OUT046,1349.512904332131
NCA42,OUT018,2633.839843902438
FDY45,OUT046,4125.174474540679
NCC30,OUT045,2843.5697892156873
FDM57,OUT013,1349.512904332131
FDL09,OUT010,471.30684669117664
FDB09,OUT027,2846.400822516556
FDT44,OUT035,1892.0661445161286
NCT06,OUT027,5041.82149744681
FDX26,OUT049,3190.643467582416
FDK32,OUT013,2432.6625807321766
DRA12,OUT046,2006.47074231975
FDO46,OUT010,471.30684669117664
FDE52,OUT013,1349.512904332131
NCH42,OUT045,3805.948604166664
FDV08,OUT035,646.0888157894741
FDB47,OUT018,3549.850947508306
FDC28,OUT010,207.13050352504638
FDD22,OUT046,1892.0661445161286
FDS07,OUT027,2846.400822516556
DRI13,OUT045,3805.948604166664
FDG32,OUT018,3549.850947508306
FDU14,OUT017,4125.174474540679
FDD28,OUT019,207.13050352504638
NCP41,OUT017,1673.9839872860634
FDS08,OUT049,2843.5697892156873
FDX47,OUT045,2633.839843902438
FDC53,OUT019,207.13050352504638
FDQ19,OUT035,3805.948604166664
FDL14,OUT045,2432.6625807321766
FDM33,OUT019,471.30684669117664
FDA51,OUT045,1892.0661445161286
FDZ27,OUT018,790.3307954098356
FDT04,OUT046,646.0888157894741
DRC13,OUT049,2006.47074231975
FDR16,OUT027,5041.82149744681
FDQ03,OUT027,5041.82149744681
FDE38,OUT035,2633.839843902438
DRH23,OUT027,1068.506765834932
FDT11,OUT019,471.30684669117664
FDD09,OUT035,2843.5697892156873
FDR40,OUT045,1349.512904332131
FDX07,OUT017,3190.643467582416
FDR07,OUT035,1559.9736407643309
FDA51,OUT017,1892.0661445161286
FDT59,OUT019,471.30684669117664
FDF20,OUT017,3011.5252991596612
FDR13,OUT045,1892.0661445161286
FDY26,OUT049,3805.948604166664
FDW04,OUT017,2006.47074231975
FDK52,OUT017,3549.850947508306
FDN60,OUT049,2633.839843902438
FDM09,OUT019,471.30684669117664
FDP46,OUT049,1349.512904332131
FDB50,OUT019,207.13050352504638
NCQ29,OUT049,4125.174474540679
FDP16,OUT027,5041.82149744681
FDX33,OUT018,2633.839843902438
FDP07,OUT010,471.30684669117664
FDN22,OUT046,4125.174474540679
FDF39,OUT049,4125.174474540679
FDS21,OUT017,1068.506765834932
NCM42,OUT013,1673.9839872860634
FDK50,OUT019,471.30684669117664
DRF13,OUT027,5041.82149744681
FDH35,OUT018,2633.839843902438
FDP60,OUT018,1559.9736407643309
DRJ49,OUT027,2846.400822516556
NCT42,OUT019,471.30684669117664
FDE38,OUT049,2633.839843902438
FDI04,OUT049,3011.5252991596612
NCH54,OUT045,2633.839843902438
FDT56,OUT049,1068.506765834932
DRD15,OUT018,3805.948604166664
FDV58,OUT013,3011.5252991596612
FDP21,OUT049,3190.643467582416
FDH05,OUT013,3549.850947508306
FDR10,OUT027,5041.82149744681
NCP06,OUT045,2432.6625807321766
FDF33,OUT049,1673.9839872860634
DRK37,OUT013,3190.643467582416
DRH49,OUT045,1349.512904332131
FDT58,OUT013,2633.839843902438
FDD41,OUT018,1673.9839872860634
FDP40,OUT018,1673.9839872860634
FDM51,OUT027,2846.400822516556
FDO45,OUT010,207.13050352504638
FDW33,OUT010,207.13050352504638
FDY24,OUT045,1068.506765834932
FDB10,OUT010,471.30684669117664
FDM40,OUT035,2006.47074231975
NCI06,OUT017,3190.643467582416
FDW12,OUT019,471.30684669117664
FDX48,OUT027,5041.82149744681
NCW05,OUT027,2846.400822516556
FDX27,OUT017,1559.9736407643309
DRM37,OUT045,3011.5252991596612
FDA38,OUT045,3805.948604166664
FDR36,OUT046,646.0888157894741
FDZ45,OUT046,3011.5252991596612
FDG05,OUT017,2633.839843902438
FDK28,OUT013,4125.174474540679
FDV47,OUT045,1349.512904332131
FDN21,OUT045,2633.839843902438
FDP20,OUT027,2846.400822516556
FDI35,OUT045,3190.643467582416
DRY23,OUT013,646.0888157894741
FDA56,OUT017,2006.47074231975
FDB09,OUT013,2117.4513803278655
NCO26,OUT027,2846.400822516556
FDQ49,OUT018,2432.6625807321766
FDI52,OUT027,2846.400822516556
FDZ44,OUT027,2846.400822516556
FDZ09,OUT018,2633.839843902438
FDY03,OUT049,1892.0661445161286
NCG42,OUT017,2117.4513803278655
DRI13,OUT027,5041.82149744681
FDQ32,OUT013,2117.4513803278655
FDW16,OUT035,1349.512904332131
FDU27,OUT046,790.3307954098356
FDR28,OUT010,471.30684669117664
FDQ49,OUT010,471.30684669117664
FDS37,OUT046,1892.0661445161286
FDW26,OUT018,3549.850947508306
FDX12,OUT018,3805.948604166664
NCP06,OUT013,2432.6625807321766
FDW45,OUT010,471.30684669117664
NCN30,OUT049,1559.9736407643309
FDN24,OUT049,1068.506765834932
NCL41,OUT027,646.0888157894741
FDR02,OUT019,207.13050352504638
FDD09,OUT010,471.30684669117664
FDS33,OUT010,207.13050352504638
FDU22,OUT045,1892.0661445161286
FDI53,OUT013,2633.839843902438
DRH01,OUT049,2843.5697892156873
FDX32,OUT013,2117.4513803278655
NCP30,OUT018,646.0888157894741
FDB60,OUT045,3011.5252991596612
FDB14,OUT049,1349.512904332131
NCP02,OUT035,1068.506765834932
FDJ10,OUT017,2006.47074231975
FDG34,OUT046,1673.9839872860634
NCB18,OUT017,1349.512904332131
FDM16,OUT049,1068.506765834932
FDW25,OUT018,1349.512904332131
FDB35,OUT010,207.13050352504638
DRN11,OUT013,2006.47074231975
FDF41,OUT019,471.30684669117664
FDH16,OUT045,1349.512904332131
NCQ50,OUT018,3805.948604166664
DRH23,OUT018,1068.506765834932
DRJ37,OUT013,2432.6625807321766
DRJ24,OUT027,5041.82149744681
FDY16,OUT035,3190.643467582416
FDQ27,OUT045,1673.9839872860634
FDZ33,OUT045,2432.6625807321766
FDF29,OUT045,2117.4513803278655
FDA08,OUT049,2633.839843902438
FDG31,OUT046,1068.506765834932
FDE34,OUT019,471.30684669117664
NCR30,OUT027,1068.506765834932
FDV33,OUT035,4125.174474540679
DRZ24,OUT018,2006.47074231975
NCL54,OUT035,2843.5697892156873
FDR12,OUT049,2843.5697892156873
NCC54,OUT046,3549.850947508306
DRN59,OUT013,790.3307954098356
FDX50,OUT019,207.13050352504638
FDV31,OUT027,5041.82149744681
NCA29,OUT027,5041.82149744681
FDW60,OUT049,2843.5697892156873
FDX08,OUT017,3190.643467582416
DRD49,OUT013,3549.850947508306
FDD33,OUT046,3549.850947508306
FDW35,OUT013,646.0888157894741
FDJ36,OUT017,1673.9839872860634
FDV51,OUT035,2633.839843902438
FDW36,OUT046,1673.9839872860634
FDH35,OUT046,2633.839843902438
NCS30,OUT027,2846.400822516556
FDN49,OUT017,646.0888157894741
FDL08,OUT018,3805.948604166664
FDI09,OUT013,3549.850947508306
FDP19,OUT018,2006.47074231975
FDU21,OUT010,207.13050352504638
NCP41,OUT045,1673.9839872860634
FDY10,OUT013,1892.0661445161286
FDP12,OUT018,646.0888157894741
NCN26,OUT049,1892.0661445161286
FDK44,OUT013,2843.5697892156873
FDC28,OUT049,1673.9839872860634
FDJ41,OUT027,5041.82149744681
NCT29,OUT035,2006.47074231975
NCH42,OUT019,471.30684669117664
FDU60,OUT018,2633.839843902438
FDS02,OUT045,3011.5252991596612
FDC51,OUT046,2006.47074231975
FDU03,OUT013,3190.643467582416
FDX39,OUT045,3805.948604166664
NCY05,OUT010,207.13050352504638
NCL06,OUT027,5041.82149744681
FDD32,OUT035,1349.512904332131
NCN41,OUT045,2117.4513803278655
NCX53,OUT049,2117.4513803278655
FDU57,OUT019,471.30684669117664
FDQ23,OUT046,1673.9839872860634
FDQ52,OUT045,4125.174474540679
FDC14,OUT045,646.0888157894741
FDY09,OUT035,2843.5697892156873
FDQ28,OUT045,2432.6625807321766
FDV25,OUT046,3805.948604166664
FDJ07,OUT035,1892.0661445161286
DRB25,OUT049,1673.9839872860634
FDK52,OUT019,471.30684669117664
FDY52,OUT027,1068.506765834932
FDB28,OUT046,3011.5252991596612
FDT36,OUT035,646.0888157894741
FDV25,OUT017,3805.948604166664
NCN07,OUT027,2846.400822516556
FDC57,OUT017,3011.5252991596612
FDQ03,OUT018,3549.850947508306
FDU23,OUT017,2633.839843902438
NCX41,OUT035,3805.948604166664
NCD06,OUT035,790.3307954098356
FDW08,OUT045,1673.9839872860634
NCU29,OUT017,2432.6625807321766
NCE06,OUT013,2633.839843902438
FDV52,OUT010,207.13050352504638
FDB02,OUT017,2843.5697892156873
NCR18,OUT045,646.0888157894741
FDK16,OUT049,1559.9736407643309
NCQ29,OUT010,471.30684669117664
FDZ01,OUT019,207.13050352504638
FDW27,OUT035,2633.839843902438
FDD17,OUT018,3805.948604166664
FDW39,OUT013,2843.5697892156873
DRH59,OUT045,1068.506765834932
FDS52,OUT013,1559.9736407643309
FDU40,OUT027,5041.82149744681
NCF54,OUT013,2843.5697892156873
FDH46,OUT045,1673.9839872860634
NCP14,OUT049,1673.9839872860634
FDH50,OUT049,3190.643467582416
DRF15,OUT010,471.30684669117664
FDV27,OUT027,2846.400822516556
NCJ06,OUT049,2117.4513803278655
FDN02,OUT018,3549.850947508306
FDQ51,OUT049,790.3307954098356
FDQ07,OUT017,3549.850947508306
FDS45,OUT049,1673.9839872860634
NCJ06,OUT045,2117.4513803278655
FDD36,OUT035,1892.0661445161286
FDY25,OUT045,3190.643467582416
FDU52,OUT046,2432.6625807321766
DRK47,OUT017,3549.850947508306
NCL30,OUT017,2117.4513803278655
FDN22,OUT035,4125.174474540679
NCF30,OUT027,2846.400822516556
FDK03,OUT035,4125.174474540679
FDT45,OUT017,1068.506765834932
NCC54,OUT027,5041.82149744681
FDP08,OUT018,3011.5252991596612
FDU44,OUT046,2633.839843902438
DRG39,OUT035,1068.506765834932
FDU32,OUT049,2006.47074231975
FDY27,OUT049,2843.5697892156873
